"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"皮爾龐特與我時常意見相左，但是他很聰明，知道激怒虛空假面有多危險。我不是很喜歡克拉錫利姆條約，因為操縱時空很好玩啊，但你知道什麼更好玩嗎？就是不讓自己的時間線被抹去。"
"DCG_VO_winter_wyvern_potential_save_04"	"今天不是我的死期……"
"DCG_VO_winter_wyvern_potential_save_05"	"你無法阻止我。"
"DCG_VO_winter_wyvern_permanent_armor_01"	"我的龍鱗變硬了。"
"DCG_VO_winter_wyvern_permanent_armor_02"	"沒有什麼能刺穿我的皮膚……"
"DCG_VO_winter_wyvern_permanent_armor_03"	"我比他們想的更堅韌……"
"DCG_VO_winter_wyvern_permanent_armor_04"	"我已經準備好迎接即將到來的一切攻擊……"
"DCG_VO_winter_wyvern_permanent_armor_05"	"我會在戰鬥中活下來。"
"DCG_VO_winter_wyvern_permanent_attack_01"	"我的力量在增長……"
"DCG_VO_winter_wyvern_permanent_attack_02"	"力量在我體內湧動……"
"DCG_VO_winter_wyvern_permanent_attack_03"	"我的爪子更加鋒利……"
"DCG_VO_winter_wyvern_permanent_attack_04"	"我們的敵人將被撕成碎片……"
"DCG_VO_winter_wyvern_permanent_attack_05"	"我會摧毀所有違抗我們的人……"
"DCG_VO_winter_wyvern_permanent_health_01"	"我勢不可擋……"
"DCG_VO_winter_wyvern_permanent_health_02"	"我能活這麼久，自有道理……"
"DCG_VO_winter_wyvern_permanent_health_03"	"我能撐過任何困境……"
"DCG_VO_winter_wyvern_permanent_health_04"	"我不會離開這片戰場……"
"DCG_VO_winter_wyvern_permanent_health_05"	"我會奮戰到底……"
"DCG_VO_winter_wyvern_cast_spell_01"	"你對我深不可測的力量一無所知……"
"DCG_VO_winter_wyvern_cast_spell_02"	"遊歷江湖讓我獲益良多……"
"DCG_VO_winter_wyvern_cast_spell_03"	"上古龍族的本領數不勝數……"
"DCG_VO_winter_wyvern_cast_spell_04"	"我無所不能……"
"DCG_VO_winter_wyvern_cast_spell_05"	"長久的歲月裡我交了許多朋友……"
"DCG_VO_winter_wyvern_cast_spell_06"	"上古龍族懂得未雨綢繆……"
"DCG_VO_winter_wyvern_cast_spell_07"	"你將親眼見證我的力量……"
"DCG_VO_winter_wyvern_cast_spell_08"	"我無所不能……"
"DCG_VO_winter_wyvern_cast_spell_09"	"總是謀定而後動……"
"DCG_VO_winter_wyvern_cast_spell_10"	"哈哈哈哈哈"
"DCG_VO_winter_wyvern_buff_ally_01"	"接受這份饋贈……"
"DCG_VO_winter_wyvern_buff_ally_02"	"我會保護我的盟友……"
"DCG_VO_winter_wyvern_buff_ally_03"	"追隨我，你就能活下來……"
"DCG_VO_winter_wyvern_buff_ally_04"	"我值得信賴。"
"DCG_VO_winter_wyvern_buff_ally_05"	"我們現在是盟友了……"
"DCG_VO_winter_wyvern_buff_ally_06"	"你以後一定會向我致敬的……"
"DCG_VO_winter_wyvern_buff_ally_07"	"我們必須合作……"
"DCG_VO_winter_wyvern_buff_ally_08"	"我是值得擁有的強大盟友……"
"DCG_VO_winter_wyvern_buff_ally_09"	"要牢記是誰給了你這個……"
"DCG_VO_winter_wyvern_buff_ally_10"	"你需要變強。"
"DCG_VO_winter_wyvern_debuff_enemy_01"	"你的計畫和你的身體一樣脆弱不堪。"
"DCG_VO_winter_wyvern_debuff_enemy_02"	"別指望能打敗我……"
"DCG_VO_winter_wyvern_debuff_enemy_03"	"只要我願意，隨時都能將你了結……"
"DCG_VO_winter_wyvern_debuff_enemy_04"	"我們還未分出勝負……"
"DCG_VO_winter_wyvern_debuff_enemy_05"	"逆我者亡……"
"DCG_VO_winter_wyvern_debuff_enemy_06"	"你離死不遠了……"
"DCG_VO_winter_wyvern_debuff_enemy_07"	"這只是個開始……"
"DCG_VO_winter_wyvern_debuff_enemy_08"	"你已經走上窮途末路了……"
"DCG_VO_winter_wyvern_debuff_enemy_09"	"你的時間所剩無幾……"
"DCG_VO_winter_wyvern_debuff_enemy_10"	"你不構成威脅。"
"DCG_VO_winter_wyvern_single_target_damage_01"	"去死吧！"
"DCG_VO_winter_wyvern_single_target_damage_02"	"我來對付這一個。"
"DCG_VO_winter_wyvern_single_target_damage_03"	"讓我來對付他們。"
"DCG_VO_winter_wyvern_single_target_damage_04"	"不會花太長時間。"
"DCG_VO_winter_wyvern_single_target_damage_05"	"我會把他們撕成兩半。"
"DCG_VO_winter_wyvern_single_target_damage_06"	"你的命歸我了。"
"DCG_VO_winter_wyvern_single_target_damage_07"	"我要把他們撕成兩半。"
"DCG_VO_winter_wyvern_single_target_damage_08"	"你的死期到了。"
"DCG_VO_winter_wyvern_single_target_damage_09"	"你將感受到寒冰飛龍的憤怒……"
"DCG_VO_winter_wyvern_single_target_damage_10"	"不要惹惱了上古龍族……"
"DCG_VO_winter_wyvern_multi_damage_small_01"	"我會殺光他們！"
"DCG_VO_winter_wyvern_multi_damage_small_02"	"把這群人交給我。"
"DCG_VO_winter_wyvern_multi_damage_small_03"	"這不會太難。"
"DCG_VO_winter_wyvern_multi_damage_small_04"	"我能擊敗他們所有人。"
"DCG_VO_winter_wyvern_multi_damage_small_05"	"把他們統統留給我。"
"DCG_VO_winter_wyvern_multi_damage_small_06"	"讓我來對付他們的軍隊。"
"DCG_VO_winter_wyvern_multi_damage_small_07"	"你的軍隊堅持不了多久。"
"DCG_VO_winter_wyvern_multi_damage_small_08"	"比這更危急的狀況我都遇過。"
"DCG_VO_winter_wyvern_multi_damage_small_09"	"你的盟友會片甲不留……"
"DCG_VO_winter_wyvern_multi_damage_small_10"	"容我代表我方傳遞訊息……"
"DCG_VO_winter_wyvern_multi_damage_large_01"	"滾！"
"DCG_VO_winter_wyvern_multi_damage_large_02"	"你們全都要死！"
"DCG_VO_winter_wyvern_multi_damage_large_03"	"這就是你們的結局……"
"DCG_VO_winter_wyvern_multi_damage_large_04"	"你的軍隊將被嚴寒灼燒！"
"DCG_VO_winter_wyvern_multi_damage_large_05"	"面對我，無處可藏！"
"DCG_VO_winter_wyvern_multi_damage_large_06"	"我不會手軟……"
"DCG_VO_winter_wyvern_multi_damage_large_07"	"在我面前顫抖吧。"
"DCG_VO_winter_wyvern_multi_damage_large_08"	"死亡已大駕光臨……"
"DCG_VO_winter_wyvern_multi_damage_large_09"	"看看我籠罩你們的陰影，抱頭痛哭吧……"
"DCG_VO_winter_wyvern_multi_damage_large_10"	"我的攻擊將迅速猛烈。"
"DCG_VO_winter_wyvern_pleased_01"	"很棒。"
"DCG_VO_winter_wyvern_pleased_02"	"真是太棒了。"
"DCG_VO_winter_wyvern_pleased_03"	"出乎意料。"
"DCG_VO_winter_wyvern_pleased_04"	"完美的落幕……"
"DCG_VO_winter_wyvern_pleased_05"	"很快就要結束了……"
"DCG_VO_winter_wyvern_pleased_06"	"多麼愉悅的逆轉……"
"DCG_VO_winter_wyvern_pleased_07"	"真是個好日子。"
"DCG_VO_winter_wyvern_pleased_08"	"真是開心。"
"DCG_VO_winter_wyvern_pleased_09"	"我喜歡事情解決的那一刻……"
"DCG_VO_winter_wyvern_pleased_10"	"絕妙……"
"DCG_VO_winter_wyvern_concerned_01"	"哦，老天……"
"DCG_VO_winter_wyvern_concerned_02"	"我沒料到這個……"
"DCG_VO_winter_wyvern_concerned_03"	"事情不該是這樣的……"
"DCG_VO_winter_wyvern_concerned_04"	"怎麼可能就這麼結束？"
"DCG_VO_winter_wyvern_concerned_05"	"我怎麼沒料到……"
"DCG_VO_winter_wyvern_concerned_06"	"我太自大了……"
"DCG_VO_winter_wyvern_concerned_07"	"我也許不該如此小覷他們……"
"DCG_VO_winter_wyvern_concerned_08"	"怎麼會這樣？"
"DCG_VO_winter_wyvern_concerned_09"	"這不可能！"
"DCG_VO_winter_wyvern_concerned_10"	"我不會讓這一切發生……"
"DCG_VO_winter_wyvern_angry_01"	"你膽敢與我為敵？！"
"DCG_VO_winter_wyvern_angry_02"	"如此傲慢！"
"DCG_VO_winter_wyvern_angry_03"	"你以為你贏了？"
"DCG_VO_winter_wyvern_angry_04"	"我玩夠了。"
"DCG_VO_winter_wyvern_angry_05"	"你受苦，我作樂……"
"DCG_VO_winter_wyvern_angry_06"	"你會付出代價的。"
"DCG_VO_winter_wyvern_angry_07"	"你將為此刻感到後悔……"
"DCG_VO_winter_wyvern_angry_08"	"你犯了一個致命的錯誤……"
"DCG_VO_winter_wyvern_angry_09"	"哦，讓你嚐點什麼苦頭呢……"
"DCG_VO_winter_wyvern_angry_10"	"我要一磚一瓦地拆毀你的塔！"
"DCG_VO_winter_wyvern_arrogant_01"	"我們會幹掉他們……"
"DCG_VO_winter_wyvern_arrogant_02"	"他們的塔堅持不了多久。"
"DCG_VO_winter_wyvern_arrogant_03"	"我們會摧毀他們的防禦……"
"DCG_VO_winter_wyvern_arrogant_04"	"沒有什麼能抵擋我們的圍攻……"
"DCG_VO_winter_wyvern_arrogant_05"	"你擋不住我……"
"DCG_VO_winter_wyvern_arrogant_06"	"戰場上我說了算……"
"DCG_VO_winter_wyvern_arrogant_07"	"天空任我翱翔。"
"DCG_VO_winter_wyvern_arrogant_08"	"我會悄悄穿過你們的防線……"
"DCG_VO_winter_wyvern_arrogant_09"	"你的防守還有待改進……"
"DCG_VO_winter_wyvern_arrogant_10"	"試試跟上我吧。"
"DCG_VO_winter_wyvern_enigmatic_01"	"我威力無窮。"
"DCG_VO_winter_wyvern_enigmatic_02"	"我的知識浩瀚無窮……"
"DCG_VO_winter_wyvern_enigmatic_03"	"我應該為此寫本戰記……"
"DCG_VO_winter_wyvern_enigmatic_04"	"我的意志不容違逆……"
"DCG_VO_winter_wyvern_enigmatic_05"	"上古龍族的力量不容拒絕……"
"DCG_VO_winter_wyvern_enigmatic_06"	"你應該慶幸我在這裡……"
"DCG_VO_winter_wyvern_enigmatic_07"	"與我結盟是明智的……"
"DCG_VO_winter_wyvern_enigmatic_08"	"把這些留給寒冬飛龍……"
"DCG_VO_winter_wyvern_enigmatic_09"	"我在這，你應該感恩戴德……"
"DCG_VO_winter_wyvern_enigmatic_10"	"是時候嚐試新的東西了……"
"DCG_VO_winter_wyvern_death_01"	"<i>尖叫</i>"
"DCG_VO_abaddon_intro"	"小時候，我在地獄聖泉接受了洗禮……那黑色的迷霧擁抱著我……包裹著我……與我合而為一。成年後，借助它的力量，我保衛了地獄家族，鑄就了讓人永遠銘記的傳奇。但最近我聽到了傳言……傳言說我家族的聖泉並非迷霧的唯一來源……如果真是這樣，我必須找到它，將它摧毀。迷霧的祝福只能屬於我一個人。"
"DCG_VO_abaddon_mist_of_avernus_intro"	"真正的力量屬於沐浴在地獄迷霧中的人。"
"DCG_VO_abaddon_avernus_blessing_intro"	"哪怕只是地獄黑色迷霧的輕輕一吻，也足以讓你獲得摧毀勁敵的力量。"
"DCG_VO_abaddon_aphotic_shield_intro"	"膽敢冒犯地獄之主的人必將為自己的罪行付出代價。"
"DCG_VO_abaddon_use_ability_01"	"沒人能傷害我。"
"DCG_VO_abaddon_use_ability_02"	"我的力量無人匹敵。"
"DCG_VO_abaddon_use_ability_03"	"死亡也奈何不了我。"
"DCG_VO_abaddon_use_ability_04"	"見識一下地獄的力量吧。"
"DCG_VO_abaddon_use_ability_05"	"利刃不足為懼。"
"DCG_VO_abaddon_equip_generic_weapon_01"	"這個會對我有用。"
"DCG_VO_abaddon_equip_generic_weapon_02"	"我們的敵人將哀嚎不止。"
"DCG_VO_abaddon_equip_generic_weapon_03"	"我們對他們絕不手軟。"
"DCG_VO_abaddon_equip_generic_weapon_04"	"很適合我。"
"DCG_VO_abaddon_equip_generic_weapon_05"	"殺啊！"
"DCG_VO_abaddon_equip_generic_armor_01"	"沒有敵人能傷害我。"
"DCG_VO_abaddon_equip_generic_armor_02"	"我將使敵人心驚膽戰。"
"DCG_VO_abaddon_equip_generic_armor_03"	"謝謝。"
"DCG_VO_abaddon_equip_generic_armor_04"	"我正需要這個。"
"DCG_VO_abaddon_equip_generic_armor_05"	"完美。"
"DCG_VO_abaddon_equip_generic_accessory_01"	"很適合地獄之主。"
"DCG_VO_abaddon_equip_generic_accessory_02"	"我會充分利用的。"
"DCG_VO_abaddon_equip_generic_accessory_03"	"這能給我帶來我需要的優勢。"
"DCG_VO_abaddon_equip_generic_accessory_04"	"好極了。"
"DCG_VO_abaddon_equip_generic_accessory_05"	"我更強大了。"
"DCG_VO_abaddon_kill_rival_01"	"家族的敵人都將倒下。"
"DCG_VO_abaddon_kill_rival_02"	"戰場歸我控制。"
"DCG_VO_abaddon_kill_rival_03"	"我會讓你一敗塗地！"
"DCG_VO_abaddon_kill_rival_04"	"只有蠢貨才會對抗地獄家族。"
"DCG_VO_abaddon_kill_rival_05"	"我的技藝無人能比！"
"DCG_VO_abaddon_kill_rival_06"	"勝利唾手可得。"
"DCG_VO_abaddon_kill_rival_07"	"我要把你摧毀！"
"DCG_VO_abaddon_kill_rival_08"	"你死到臨頭了。"
"DCG_VO_abaddon_kill_rival_09"	"我不怕死……但是你嘛……"
"DCG_VO_abaddon_kill_rival_10"	"反抗過我的人，都死了。"
"DCG_VO_abaddon_use_include_01"	"不可穿透的護盾。"
"DCG_VO_abaddon_use_include_02"	"迷霧會保護我。"
"DCG_VO_abaddon_use_include_03"	"迷霧會保護你。"
"DCG_VO_abaddon_unique_01"	"讓他們看看我的力量。"
"DCG_VO_abaddon_unique_02"	"也許我會讓他們回想起我的力量。"
"DCG_VO_abaddon_unique_03"	"地獄的力量不容置疑。"
"DCG_VO_abaddon_unique_04"	"來吧，朋友，沐浴在迷霧之中。"
"DCG_VO_abaddon_unique_05"	"讓地獄的迷霧給予你力量。"
"DCG_VO_abaddon_unique_06"	"我的盟友會受到地獄的祝福。"
"DCG_VO_abaddon_unique_07"	"只有我能掌握地獄迷霧的真正力量。"
"DCG_VO_abaddon_unique_08"	"迷霧贈予我力量，但我不會濫用它。"
"DCG_VO_abaddon_unique_09"	"冰晶聖女，你原本只是個弱女子，但是現在，你卻強大無比。"
"DCG_VO_abaddon_unique_10"	"力量真令人陶醉。是吧，翠拉克希絲？"
"DCG_VO_abaddon_unique_11"	"你褻瀆了我們家族的權利！"
"DCG_VO_abaddon_unique_12"	"你怎敢用我的迷霧來對付我！"
"DCG_VO_abaddon_unique_13"	"這力量！"
"DCG_VO_abaddon_unique_14"	"感受地獄的威力吧！"
"DCG_VO_abaddon_unique_15"	"很快你就會見識到地獄的力量。"
"DCG_VO_abaddon_unique_16"	"最後，不會再有人能阻止我們。"
"DCG_VO_abaddon_unique_17"	"畏懼我的大軍吧！"
"DCG_VO_abaddon_unique_18"	"瞧瞧我們不斷增長的力量！"
"DCG_VO_abaddon_unique_19"	"誰能夠抵抗這支軍隊？"
"DCG_VO_abaddon_unique_20"	"我們將摧毀地獄的敵人。"
"DCG_VO_abaddon_healed_01"	"啊……"
"DCG_VO_abaddon_healed_02"	"這下好多了。"
"DCG_VO_abaddon_healed_03"	"很好。"
"DCG_VO_abaddon_healed_04"	"謝謝你。"
"DCG_VO_abaddon_healed_05"	"我的戰馬和我都要謝謝你。"
"DCG_VO_abaddon_taunt_generic_01"	"為了地獄家族！"
"DCG_VO_abaddon_taunt_generic_02"	"上馬開戰！"
"DCG_VO_abaddon_taunt_generic_03"	"我不會辜負我的家族！"
"DCG_VO_abaddon_taunt_generic_04"	"勝利屬於我們！"
"DCG_VO_abaddon_taunt_generic_05"	"我們不會失敗！"
"DCG_VO_abaddon_taunt_generic_06"	"榮譽必將屬於地獄家族。"
"DCG_VO_abaddon_taunt_generic_07"	"逆我者亡！"
"DCG_VO_abaddon_taunt_generic_08"	"摧毀他們的塔！"
"DCG_VO_abaddon_taunt_generic_09"	"粉碎遺跡！"
"DCG_VO_abaddon_taunt_generic_10"	"讓他們屈服！"
"DCG_VO_abaddon_potential_kill_01"	"你以為你的小命能保得住？"
"DCG_VO_abaddon_potential_kill_02"	"休想。"
"DCG_VO_abaddon_potential_kill_03"	"還沒完呢。"
"DCG_VO_abaddon_potential_kill_04"	"你覺得自己很聰明，是吧？"
"DCG_VO_abaddon_potential_kill_05"	"我的勝利必將到來。"
"DCG_VO_abaddon_potential_save_01"	"正是我要的。"
"DCG_VO_abaddon_potential_save_02"	"你殺不死我。"
"DCG_VO_abaddon_potential_save_03"	"我不怕死。"
"DCG_VO_abaddon_potential_save_04"	"迷霧會保護我。"
"DCG_VO_abaddon_potential_save_05"	"你膽敢謀害地獄之主？"
"DCG_VO_abaddon_permanent_armor_01"	"沒人能傷害我。"
"DCG_VO_abaddon_permanent_armor_02"	"迷霧會保護我。"
"DCG_VO_abaddon_permanent_armor_03"	"我會讓敵人聞風喪膽。"
"DCG_VO_abaddon_permanent_armor_04"	"沒人過得了我這一關。"
"DCG_VO_abaddon_permanent_armor_05"	"我無所畏懼。"
"DCG_VO_abaddon_permanent_attack_01"	"我渾身充滿了力量。"
"DCG_VO_abaddon_permanent_attack_02"	"我力量大增。"
"DCG_VO_abaddon_permanent_attack_03"	"畏懼地獄之主吧。"
"DCG_VO_abaddon_permanent_attack_04"	"新的力量在我體內湧動。"
"DCG_VO_abaddon_permanent_attack_05"	"現在我的力量還在增長。"
"DCG_VO_abaddon_permanent_health_01"	"好啊……"
"DCG_VO_abaddon_permanent_health_02"	"我會戰鬥到最後一刻。"
"DCG_VO_abaddon_permanent_health_03"	"我覺得自己越來越強。"
"DCG_VO_abaddon_permanent_health_04"	"地獄之主永不會隕落。"
"DCG_VO_abaddon_permanent_health_05"	"我精神一振。"
"DCG_VO_abaddon_cast_spell_01"	"讓你見識見識我的力量！"
"DCG_VO_abaddon_cast_spell_02"	"迷霧不容違抗！"
"DCG_VO_abaddon_cast_spell_03"	"我們會摧毀敵人！"
"DCG_VO_abaddon_cast_spell_04"	"沒有人能阻止我們！"
"DCG_VO_abaddon_cast_spell_05"	"迷霧已經預言了你的命運。"
"DCG_VO_abaddon_cast_spell_06"	"很快你就會嚐到失敗的滋味。"
"DCG_VO_abaddon_cast_spell_07"	"地獄家族不會對你手軟。"
"DCG_VO_abaddon_cast_spell_08"	"違抗我們的人都必死無疑！"
"DCG_VO_abaddon_cast_spell_09"	"看看我的力量。"
"DCG_VO_abaddon_cast_spell_10"	"你怕了我們吧。"
"DCG_VO_abaddon_death_01"	"<i>尖叫</i>"
"DCG_VO_lycan_intro"	"我父親是個好人。他是斯洛姆的攝政王，公平公正地統治著這個小國的百姓。我的母親則是堅韌與慈愛的化身，臣民們都把她當作自己的母親一樣來愛戴。至於我的兄弟姐妹，嘿，我們可沒少惹麻煩。我至今還記得那一天，我們找到了父親收藏的古代地圖，特蕾莎有了個有趣的鬼主意，要是我們——不過現在這些都不重要了。他們都死了。"
"DCG_VO_lycan_savage_wolf"	"我失去了家人，但在獨行的日子裡又找到了新的家人……他們會助我復仇。"
"DCG_VO_lycan_savage_wolf_intro"	"狼群追隨著我，但我不是它們的主人……我只是在照顧它們。"
"DCG_VO_lycan_unearthed_secrets_intro"	"一直以來我不敢回家……但是現在是時候面對過去了。"
"DCG_VO_lycan_equip_generic_weapon_01"	"我會為安布里家族復仇。"
"DCG_VO_lycan_equip_generic_weapon_02"	"我會將敵人撕碎！"
"DCG_VO_lycan_equip_generic_weapon_03"	"我正好需要這個。"
"DCG_VO_lycan_equip_generic_weapon_04"	"很棒。"
"DCG_VO_lycan_equip_generic_weapon_05"	"敵人的屍體將成為狼群的盛宴。"
"DCG_VO_lycan_equip_generic_armor_01"	"必須保護好斯洛姆最後的子嗣。"
"DCG_VO_lycan_equip_generic_armor_02"	"要殺我沒那麼容易。"
"DCG_VO_lycan_equip_generic_armor_03"	"必須要未雨綢繆。"
"DCG_VO_lycan_equip_generic_armor_04"	"戰爭將至，我必須做好準備。"
"DCG_VO_lycan_equip_generic_armor_05"	"謝謝你給我護甲。"
"DCG_VO_lycan_equip_generic_accessory_01"	"太高級了，還真不習慣……"
"DCG_VO_lycan_equip_generic_accessory_02"	"這很有用。"
"DCG_VO_lycan_equip_generic_accessory_03"	"正是我需要的。"
"DCG_VO_lycan_equip_generic_accessory_04"	"完美。"
"DCG_VO_lycan_equip_generic_accessory_05"	"精緻。"
"DCG_VO_lycan_kill_rival_01"	"誰也阻擋不了我復仇的步伐！"
"DCG_VO_lycan_kill_rival_02"	"讓敵人去死吧！"
"DCG_VO_lycan_kill_rival_03"	"去死吧！"
"DCG_VO_lycan_kill_rival_04"	"戰鬥不止，直到最終勝利！"
"DCG_VO_lycan_kill_rival_05"	"你覺得你能打敗我？"
"DCG_VO_lycan_kill_rival_06"	"我會讓你死得像個戰士。"
"DCG_VO_lycan_kill_rival_07"	"你必死無疑。"
"DCG_VO_lycan_kill_rival_08"	"我會為了家族的復仇而戰鬥到底。"
"DCG_VO_lycan_kill_rival_09"	"感受安布里家族的憤怒……"
"DCG_VO_lycan_kill_rival_10"	"勝利會讓父親在九泉之下感到欣慰。"
"DCG_VO_lycan_use_include_01"	"我的狼群集結起來吧……"
"DCG_VO_lycan_use_include_02"	"狼群，靠過來！"
"DCG_VO_lycan_use_include_03"	"來吧，朋友們……你們一定餓了……"
"DCG_VO_lycan_unique_01"	"前車之鑒，後事之師……"
"DCG_VO_lycan_unique_02"	"吃一塹，長一智……"
"DCG_VO_lycan_unique_03"	"安布里家族淪陷了，但並沒有滅亡。"
"DCG_VO_lycan_unique_04"	"護好塔！"
"DCG_VO_lycan_unique_05"	"我不會讓這座塔倒下！"
"DCG_VO_lycan_unique_06"	"安布里家族會死守防線。"
"DCG_VO_lycan_unique_07"	"立即進攻！"
"DCG_VO_lycan_unique_08"	"他們的末日近了！"
"DCG_VO_lycan_unique_09"	"拆塔！"
"DCG_VO_lycan_unique_10"	"有了這個，我的大仇必報！"
"DCG_VO_lycan_unique_11"	"工欲善其事，必先利其器。"
