"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"Я во многом не согласна с Пьерпонтом, но он весьма прозорливо решил, что злить Безликого опасно. Класзуремское соглашение меня совсем не радует, ведь хрономантия — вещь хорошая. Но знаете, что ещё хорошо? Когда время в твоём мире никто не уничтожил."
"DCG_VO_ogre_conscript_hero_friend_02"	"Жду твоего приказа, Тресдин."
"DCG_VO_ogre_conscript_hero_friend_03"	"Ты тоже воюешь с Красным туманом, Акс?"
"DCG_VO_ogre_conscript_hero_rival_01"	"Красному туману сегодня конец."
"DCG_VO_ogre_conscript_hero_rival_02"	"Бунт будет подавлен!"
"DCG_VO_ogre_conscript_hero_rival_03"	"Бронзовый легион принял тебя, а ты предал нас!"
"DCG_VO_ogre_conscript_faction_ally_01"	"Легион сражается как один!"
"DCG_VO_ogre_conscript_faction_ally_02"	"Я с вами, братья!"
"DCG_VO_ogre_conscript_faction_ally_03"	"Не хочу, чтобы вся слава досталась вам."
"DCG_VO_ogre_conscript_unique_01"	"Поднять знамя бычьей змеи!"
"DCG_VO_ogre_conscript_unique_02"	"Брат! Вступал бы ты в Легион."
"DCG_VO_ogre_conscript_unique_03"	"Я пришёл убивать берсерков оглоди. А остался убивать воулов-мятежников.  "
"DCG_VO_ogre_conscript_unique_04"	"Нас обоих обманули, Рикс."
"DCG_VO_ogre_conscript_unique_05"	"Рикс открыл мне глаза."
"DCG_VO_ogre_conscript_unique_06"	"Хорошо дерёшься, Сорла. Тебе место в Легионе."
"DCG_VO_ogre_conscript_unique_07"	"Вот уж не думал, что буду биться вместе с оглоди."
"DCG_VO_ogre_conscript_unique_08"	"Я покажу оглоди, как бьётся настоящий воин."
"DCG_VO_ogre_conscript_healed_01"	"Ах..."
"DCG_VO_ogre_conscript_healed_02"	"Спасибо."
"DCG_VO_ogre_conscript_healed_03"	"Мне лучше."
"DCG_VO_ogre_conscript_death_01"	"<i>(кричит)</i>"
"DCG_VO_roseleaf_druid_intro"	"Сражаться спина к спине с Руфтрелленом — великая честь: с его помощью мы быстро разделаемся с этими негодяями, уж поверьте. И всё-таки я никак не могу найти покоя. Сегодня — Красный туман и Бронзовый легион... А потом кто — смышлёнцы? Когда же все наконец оставят наш родной дом в покое..."
"DCG_VO_roseleaf_druid_summon_01"	"Я несу мудрость и силу."
"DCG_VO_roseleaf_druid_summon_02"	"Я многое узнал на своём веку... Позвольте, я покажу."
"DCG_VO_roseleaf_druid_summon_03"	"Я несу мудрость своего народа."
"DCG_VO_roseleaf_druid_ancient_attack_01"	"Нам нужно поторопиться."
"DCG_VO_roseleaf_druid_ancient_attack_02"	"Закончим битву поскорей."
"DCG_VO_roseleaf_druid_ancient_protect_01"	"Воистину пришли трудные дни."
"DCG_VO_roseleaf_druid_ancient_protect_02"	"Сделаю, что смогу."
"DCG_VO_roseleaf_druid_ancient_both_01"	"Мы ещё можем победить..."
"DCG_VO_roseleaf_druid_ancient_both_02"	"Надежда есть всегда..."
"DCG_VO_roseleaf_druid_hero_friend_01"	"Здравствуй, старый друг..."
"DCG_VO_roseleaf_druid_hero_friend_02"	"Чем помочь, Руфтреллен?"
"DCG_VO_roseleaf_druid_hero_friend_03"	"Защити меня, старый друг..."
"DCG_VO_roseleaf_druid_hero_rival_01"	"Ты отвратителен, Древопил..."
"DCG_VO_roseleaf_druid_hero_rival_02"	"Твои творения омерзительны, Риззрак."
"DCG_VO_roseleaf_druid_hero_rival_03"	"Древопил... Ты за всё заплатишь."
"DCG_VO_roseleaf_druid_unique_01"	"Так много можно сделать."
"DCG_VO_roseleaf_druid_unique_02"	"Позволь усилить тебя."
"DCG_VO_roseleaf_druid_unique_03"	"С запасами Аганима невозможного нет..."
"DCG_VO_roseleaf_druid_unique_04"	"Я сделаю невозможное возможным."
"DCG_VO_roseleaf_druid_unique_05"	"Кажется, я здесь не так нужен."
"DCG_VO_roseleaf_druid_unique_06"	"Я тебе ничуть не доверяю, Древопил."
"DCG_VO_roseleaf_druid_unique_07"	"Я смышлёнцам не доверяю — но ты не такой, Маззи, тебе я верю."
"DCG_VO_roseleaf_druid_unique_08"	"Смышлёнцы у нас в союзниках... Что за времена пошли...."
"DCG_VO_roseleaf_druid_healed_01"	"Ах..."
"DCG_VO_roseleaf_druid_healed_02"	"Спасибо."
"DCG_VO_roseleaf_druid_healed_03"	"Мудрый выбор..."
"DCG_VO_roseleaf_druid_death_01"	"<i>(кричит)</i>"
"DCG_VO_roseleaf_druid_undead_moan_01"	"<i>(стонет)</i>"
"DCG_VO_roseleaf_druid_undead_anger_01"	"<i>(рычит)</i>"
"DCG_VO_assassins_apprentice_intro"	"Ревтельская кампания увенчалась успехом, но я лишь наблюдала со стороны... Мне сказали, что я пока не готова убивать... но я докажу, что они ошибались."
"DCG_VO_assassins_apprentice_summon_01"	"Я готова проявить себя..."
"DCG_VO_assassins_apprentice_summon_02"	"Сёстры будут гордиться мной."
"DCG_VO_assassins_apprentice_summon_03"	"Они ничего не почувствуют..."
"DCG_VO_assassins_apprentice_ancient_attack_01"	"Я этим займусь..."
"DCG_VO_assassins_apprentice_ancient_attack_02"	"Я покажу оракулам, чего стою..."
"DCG_VO_assassins_apprentice_ancient_protect_01"	"Это ещё не конец."
"DCG_VO_assassins_apprentice_ancient_protect_02"	"Сёстры изменят всё."
"DCG_VO_assassins_apprentice_ancient_both_01"	"Я не подведу."
"DCG_VO_assassins_apprentice_ancient_both_02"	"Я умру, но не подведу Оракулов Вуали..."
"DCG_VO_assassins_apprentice_use_ability_01"	"Бой продолжается."
"DCG_VO_assassins_apprentice_use_ability_02"	"Мой клинок всегда отыщет цель."
"DCG_VO_assassins_apprentice_use_ability_03"	"От меня не убежать."
"DCG_VO_assassins_apprentice_hero_friend_01"	"Я готова, сестра."
"DCG_VO_assassins_apprentice_hero_friend_02"	"Обучаться у лучших — великая честь..."
"DCG_VO_assassins_apprentice_hero_friend_03"	"Ты служишь примером нам всем, Мортред."
"DCG_VO_assassins_apprentice_hero_rival_01"	"Мне нужен не ты, Акс... Мне нужна Мила."
"DCG_VO_assassins_apprentice_hero_rival_02"	"Ничего личного, дева..."
"DCG_VO_assassins_apprentice_hero_rival_03"	"Твоё имя есть в списке, Тёмный провидец..."
"DCG_VO_assassins_apprentice_faction_ally_01"	"Готовы, сёстры?"
"DCG_VO_assassins_apprentice_faction_ally_02"	"Никто не осмелится противостоять нам..."
"DCG_VO_assassins_apprentice_faction_ally_03"	"Тени защитят нас..."
"DCG_VO_assassins_apprentice_unique_01"	"Я завершу начатое в Ревтеле..."
"DCG_VO_assassins_apprentice_unique_02"	"За деньги пощаду не купишь."
"DCG_VO_assassins_apprentice_unique_03"	"Этот конвой куда больше, чем я рассчитывала..."
"DCG_VO_assassins_apprentice_unique_04"	"Ревтел был просто работой. Ничего личного..."
"DCG_VO_assassins_apprentice_unique_05"	"У Сестёр слишком много правил... Может, поискать работу в Ревтеле?.."
"DCG_VO_assassins_apprentice_unique_06"	"Ревтельцы вовсе не такие монстры, какими их выставляли оракулы..."
"DCG_VO_assassins_apprentice_unique_07"	"Я разберусь с башней..."
"DCG_VO_assassins_apprentice_unique_08"	"Прости, сестра..."
"DCG_VO_assassins_apprentice_healed_01"	"Ах..."
"DCG_VO_assassins_apprentice_healed_02"	"Я продолжу упражняться..."
"DCG_VO_assassins_apprentice_healed_03"	"Спасибо."
"DCG_VO_assassins_apprentice_death_01"	"<i>(кричит)</i>"
"DCG_VO_assassins_apprentice_undead_moan_01"	"<i>(стонет)</i>"
"DCG_VO_assassins_apprentice_undead_anger_01"	"<i>(рычит)</i>"
"DCG_VO_ravenhook_intro"	"Моя репутация мне прекрасно известна: в конце концов, мои братья и сёстры... приходят отнюдь не поговорить. Но я не виноват, что пришёл сюда. Дело в тебе. Может, ты украл что-то ценное у своего отца-дворянина, не выплатил долг Ревтелу, а может, это всего лишь заурядная месть... Впрочем, какая разница? Важно то, что заказчики сказали мне забрать у тебя нечто очень ценное."
"DCG_VO_ravenhook_summon_01"	"Кажется, у тебя есть то, что мне нужно."
"DCG_VO_ravenhook_summon_02"	"Ничего личного. Это просто работа."
"DCG_VO_ravenhook_summon_03"	"Давай обойдёмся без ненужной возни, хорошо?"
"DCG_VO_ravenhook_ancient_attack_01"	"Не волнуйся, я работаю быстро."
"DCG_VO_ravenhook_ancient_attack_02"	"Так-так, что тут у нас..."
"DCG_VO_ravenhook_ancient_protect_01"	"Можно подумать, я бы дал тебе уйти просто так."
"DCG_VO_ravenhook_ancient_protect_02"	"Вот теперь ты в моей власти."
"DCG_VO_ravenhook_ancient_both_01"	"О, сейчас будет интересно..."
"DCG_VO_ravenhook_ancient_both_02"	"До смерти хочу увидеть, что будет дальше..."
"DCG_VO_ravenhook_use_ability_01"	"Тебе это уже не понадобится."
"DCG_VO_ravenhook_use_ability_02"	"Прости, дружище."
"DCG_VO_ravenhook_use_ability_03"	"Отдай по-хорошему..."
"DCG_VO_ravenhook_hero_friend_01"	"Ну что, нашёл Миреску?"
"DCG_VO_ravenhook_hero_friend_02"	"Говорят, лорд Ветреный тебе щедро платит..."
"DCG_VO_ravenhook_hero_friend_03"	"Всегда рад иметь дело с жителями славного Ревтела."
"DCG_VO_ravenhook_hero_rival_01"	"Буду с тобой честен, Маззи... Тебя много кто не любит."
"DCG_VO_ravenhook_hero_rival_02"	"Риззрак, просто отдай своего робота, и я уйду..."
"DCG_VO_ravenhook_hero_rival_03"	"Неудивительно, что в путешествиях ты нажил немало врагов..."
"DCG_VO_ravenhook_unique_01"	"Совсем не везёт, да?"
"DCG_VO_ravenhook_unique_02"	"Вот незадача."
"DCG_VO_ravenhook_unique_03"	"Тише ты с этой штукой, ещё заденешь кого-нибудь."
"DCG_VO_ravenhook_unique_04"	"Ну зачем тебе это? Неужели против меня?"
"DCG_VO_ravenhook_unique_05"	"За это на рынке неплохо заплатят..."
"DCG_VO_ravenhook_unique_06"	"Прости, мне нужно кое-что у тебя забрать..."
"DCG_VO_ravenhook_unique_07"	"Давай не будем всё усложнять?.."
"DCG_VO_ravenhook_unique_08"	"Просто отдай то, за чем я пришёл, и я пойду своей дорогой..."
"DCG_VO_ravenhook_healed_01"	"Ах..."
"DCG_VO_ravenhook_healed_02"	"Продолжу работу..."
"DCG_VO_ravenhook_healed_03"	"Благодарю..."
"DCG_VO_satyr_duelist_intro"	"Я не мечник. Я творец. Сразу скажу: я не хвастаю, что я лучше всех, ведь в нашем мире много исключительных талантов... Но со мной далеко не каждый сравнится, уж это-то я понимаю.  "
"DCG_VO_satyr_duelist_summon_01"	"Кто хочет поиграть?"
"DCG_VO_satyr_duelist_summon_02"	"Потанцуем."
"DCG_VO_satyr_duelist_summon_03"	"День добрый, друзья..."
"DCG_VO_satyr_duelist_ancient_attack_01"	"Это дело недолгое."
"DCG_VO_satyr_duelist_ancient_attack_02"	"Позвольте, я закончу..."
"DCG_VO_satyr_duelist_ancient_protect_01"	"Ниванские франты пришли на ваш зов."
"DCG_VO_satyr_duelist_ancient_protect_02"	"Конец ещё не настал."
"DCG_VO_satyr_duelist_ancient_both_01"	"Право, как волнительно..."
"DCG_VO_satyr_duelist_ancient_both_02"	"Не терпится узнать, что же будет дальше..."
"DCG_VO_satyr_duelist_hero_friend_01"	"Вместе с тобой мне любой враг по плечу, Ликантроп!"
"DCG_VO_satyr_duelist_hero_friend_02"	"С тобой я достигну небывалых вершин, Чаровница..."
"DCG_VO_satyr_duelist_hero_friend_03"	"Пока ты рядом, Энт, меня ничто не ранит..."
"DCG_VO_satyr_duelist_hero_rival_01"	"Убийцы меня не пугают."
"DCG_VO_satyr_duelist_hero_rival_02"	"Командир... Громкое звание для жалкого головореза."
"DCG_VO_satyr_duelist_hero_rival_03"	"Тебе не хватает изящества, Сорла... И это тебя погубит."
"DCG_VO_satyr_duelist_unique_01"	"А-а-а, сам великий Акс... Не терпится сразиться."
