"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"W wielu sprawach nie zgadzam się z Pierpontem, ale był dość mądry, by przewidzieć konsekwencje drażnienia Bezlicej Pustki. Nie jestem wielką zwolenniczką układu z Claszureme, chronomancja była bardzo zabawna. Ale wiesz, co jest równie zabawne? Uchronienie swojej osi czasu od unicestwienia."
"DCG_VO_red_mist_pillager_ancient_both_01"	"Nie masz szans z Czerwoną Mgłą..."
"DCG_VO_red_mist_pillager_ancient_both_02"	"Wciąż mamy szanse zrobić wyrwę w ich murach..."
"DCG_VO_red_mist_pillager_hero_friend_01"	"Dobry dziś dzień na wojnę, moja chanko..."
"DCG_VO_red_mist_pillager_hero_friend_02"	"Nie możemy przegrać, gdy ty nam przewodzisz."
"DCG_VO_red_mist_pillager_hero_friend_03"	"Wspieramy naszych braci, Oglodich..."
"DCG_VO_red_mist_pillager_hero_rival_01"	"Śmierć Brązowemu Legionowi!"
"DCG_VO_red_mist_pillager_hero_rival_02"	"Zmienimy Kamieniogród w stertę gruzów!"
"DCG_VO_red_mist_pillager_hero_rival_03"	"Kamieniogród musi upaść!"
"DCG_VO_red_mist_pillager_faction_ally_01"	"Nadciąga Czerwona Mgła!"
"DCG_VO_red_mist_pillager_faction_ally_02"	"Czerwona Mgła jest największą potęgą!"
"DCG_VO_red_mist_pillager_faction_ally_03"	"Nikt się nie oprze Czerwonej Mgle!"
"DCG_VO_red_mist_pillager_unique_01"	"Zdradziłeś Czerwoną Mgłę, Kacie..."
"DCG_VO_red_mist_pillager_unique_02"	"To dziwne czasy, Dowódczyni..."
"DCG_VO_red_mist_pillager_unique_03"	"Czerwona Mgła wspiera twoją rewolucję, Rix..."
"DCG_VO_red_mist_pillager_unique_04"	"Gdy wy dwoje walczycie po naszej stronie, nic nie może nas powstrzymać!"
"DCG_VO_red_mist_pillager_unique_05"	"Przykro mi, Sorla... Nie nadajesz się na chankę..."
"DCG_VO_red_mist_pillager_unique_06"	"Nie jesteś dość silna, by nam przewodzić, Sorla!"
"DCG_VO_red_mist_pillager_unique_07"	"Myślisz, że vhule nas zatrzymają?"
"DCG_VO_red_mist_pillager_unique_08"	"Zwycięstwo nigdy nie było ci pisane, Rix..."
"DCG_VO_red_mist_pillager_healed_01"	"Aaach."
"DCG_VO_red_mist_pillager_healed_02"	"Dobrze."
"DCG_VO_red_mist_pillager_healed_03"	"Dzięki."
"DCG_VO_red_mist_pillager_death_01"	"<i>krzyczy</i>"
"DCG_VO_red_mist_pillager_undead_moan_01"	"<i>jęczy</i>"
"DCG_VO_stonehall_elite_intro"	"Brązowy Legion jest pierwszą linią obrony Kamieniogrodu. Ale czasami zagrożenia dla naszego wspaniałego narodu nie przychodzą z zewnątrz... tylko zakradają się od środka. Belasanno stworzył Elitarnych z Kamieniogrodu na wypadek takich sytuacji jak zdrada Rixa – to dla mnie zaszczyt, że mogę skończyć z tą rebelią."
"DCG_VO_stonehall_elite_summon_01"	"Na chwałę Kamieniogrodu!"
"DCG_VO_stonehall_elite_summon_02"	"Jesteśmy na rozkazy cesarza Galaniusza."
"DCG_VO_stonehall_elite_summon_03"	"Przywrócę porządek."
"DCG_VO_stonehall_elite_ancient_attack_01"	"Szybko to załatwię."
"DCG_VO_stonehall_elite_ancient_attack_02"	"Tylko Kamieniogród przetrwa próbę czasu."
"DCG_VO_stonehall_elite_ancient_protect_01"	"Nikogo nie przepuszczę!"
"DCG_VO_stonehall_elite_ancient_protect_02"	"Będę bronić tego miejsca aż do samego końca."
"DCG_VO_stonehall_elite_ancient_both_01"	"To chwila prawdy, czyż nie tak?"
"DCG_VO_stonehall_elite_ancient_both_02"	"Nie wolno nam zawieść!"
"DCG_VO_stonehall_elite_hero_friend_01"	"Belasanno mówi, że może ci się przydać pomoc, Dowódczyni."
"DCG_VO_stonehall_elite_hero_friend_02"	"Niedługo przywrócimy tu porządek, Dowódczyni."
"DCG_VO_stonehall_elite_hero_friend_03"	"Vhule. Czerwona Mgła. Bez różnicy – kto sprzeciwia się Legionowi, ginie."
"DCG_VO_stonehall_elite_hero_rival_01"	"Umieraj, zdrajco!"
"DCG_VO_stonehall_elite_hero_rival_02"	"Dostarczę twoje zmasakrowane ciało do Kamieniogrodu."
"DCG_VO_stonehall_elite_hero_rival_03"	"Nie przyszedłem po tych z Czerwonej Mgły – ale i tak ich powyrzynam."
"DCG_VO_stonehall_elite_faction_ally_01"	"Nie pozwolimy, żeby Kamieniogród upadł."
"DCG_VO_stonehall_elite_faction_ally_02"	"Gdy Legion trzyma się razem, nikt nie może nas pokonać!"
"DCG_VO_stonehall_elite_faction_ally_03"	"Pokażemy im potęgę Kamieniogrodu!"
"DCG_VO_stonehall_elite_unique_01"	"Twoja rebelia właśnie się kończy!"
"DCG_VO_stonehall_elite_unique_02"	"Sami to na siebie ściągnęliście."
"DCG_VO_stonehall_elite_unique_03"	"Rix, wybacz mi to, co zrobiłem twojemu ludowi."
"DCG_VO_stonehall_elite_unique_04"	"Teraz, gdy zobaczyłem Różoliść na własne oczy, jak mógłbym celować do vhuli?"
"DCG_VO_stonehall_elite_unique_05"	"Wznieście naszego bykowęża wysoko!"
"DCG_VO_stonehall_elite_unique_06"	"Oglodi są tu obcy."
"DCG_VO_stonehall_elite_unique_07"	"Nie okazywać litości Czerwonej Mgle!"
"DCG_VO_stonehall_elite_unique_08"	"Straciłaś panowanie nad sytuacją, Tresdin – my przywrócimy porządek."
"DCG_VO_stonehall_elite_healed_01"	"Aaach."
"DCG_VO_stonehall_elite_healed_02"	"Dziękuję."
"DCG_VO_stonehall_elite_healed_03"	"Moje podziękowania."
"DCG_VO_stonehall_elite_death_01"	"<i>krzyczy</i>"
"DCG_VO_assassins_shadow_intro"	"Najpotężniejszych sióstr naszego zakonu nawet śmierć nie zwalnia ze służby. Więź z widmowym woalem jest tak silna, że pozwala duszy żyć długo po tym, jak nasze ciała zgniją. Wymiar śmiertelny jest już poza mną, a obecność moich sióstr, chociaż daje ukojenie, odwraca moją uwagę od zadania, które muszę wykonać. Na mojej liście wciąż są nazwiska... i nie odnajdę spokoju, dopóki nie zostaną wykreślone.  "
"DCG_VO_assassins_shadow_summon_01"	"Wolę pracować sama."
"DCG_VO_assassins_shadow_summon_02"	"Mam niedokończone sprawy."
"DCG_VO_assassins_shadow_summon_03"	"Nikt nie odmawia Siostrze Woalu."
"DCG_VO_assassins_shadow_ancient_attack_01"	"Ich śmierć jest bliska."
"DCG_VO_assassins_shadow_ancient_attack_02"	"Zrobię to szybko."
"DCG_VO_assassins_shadow_ancient_protect_01"	"Spróbuję zmienić losy walki."
"DCG_VO_assassins_shadow_ancient_protect_02"	"Wojna jeszcze nie jest skończona."
"DCG_VO_assassins_shadow_ancient_both_01"	"Zostaw to mnie."
"DCG_VO_assassins_shadow_ancient_both_02"	"To się wkrótce skończy."
"DCG_VO_assassins_shadow_hero_friend_01"	"Gratuluję zabójstwa w Revtel, siostro."
"DCG_VO_assassins_shadow_hero_friend_02"	"Mortred, to co zrobiłaś w Revtel, będzie miało trwałe konsekwencje."
"DCG_VO_assassins_shadow_hero_friend_03"	"Powiedz, siostro, jak zabiłaś jednego z królów kupców z Revtel?"
"DCG_VO_assassins_shadow_hero_rival_01"	"To nic osobistego, Tresdin – twoje imię jest na mojej liście."
"DCG_VO_assassins_shadow_hero_rival_02"	"Jesteś potworem, Kanna."
"DCG_VO_assassins_shadow_hero_rival_03"	"To nie mgła, Abaddon, to moje dłonie na twoim gardle."
"DCG_VO_assassins_shadow_faction_ally_01"	"Witajcie, siostry."
"DCG_VO_assassins_shadow_faction_ally_02"	"Nie przeszkadzajcie mi w pracy, siostry."
"DCG_VO_assassins_shadow_faction_ally_03"	"Siostrom Woalu się nie odmawia."
"DCG_VO_assassins_shadow_unique_01"	"Zostałam tu przyzwana, więc usuń się i pozwól mi pracować."
"DCG_VO_assassins_shadow_unique_02"	"To jest przytłaczające."
"DCG_VO_assassins_shadow_unique_03"	"Spójrz na mnie, mała siostrzyczko... Zobaczysz swoją przyszłość."
"DCG_VO_assassins_shadow_unique_04"	"Czy Kworum może przywrócić mi ciało?"
"DCG_VO_assassins_shadow_unique_05"	"Nie jestem podobna do ciebie, demonie."
"DCG_VO_assassins_shadow_unique_06"	"Nie zasługujesz na śmierć, Zaklinaczko, ale nie kieruje mną własna wola."
"DCG_VO_assassins_shadow_unique_07"	"Skończę to, co zaczęła Mortred!"
"DCG_VO_assassins_shadow_unique_08"	"Revtel zasłużyło na gniew sióstr."
"DCG_VO_assassins_shadow_healed_01"	"Aaach."
"DCG_VO_assassins_shadow_healed_02"	"Nasze dzieło trwa."
"DCG_VO_assassins_shadow_healed_03"	"Nie przestanę walczyć."
"DCG_VO_assassins_shadow_death_01"	"<i>krzyczy</i>"
"DCG_VO_untested_grunt_intro"	"Wiem, że rodzice poczuli się zdradzeni, gdy zniknąłem z Czerwoną Mgłą. Wybrali dla mnie przyszłość rzemieślnika... ale nie widzieli, jak Sorla-chan zatrzymała się na rynku. Nie słyszeli, jak mówi o odwiecznych tradycjach. O tym, że Czerwona Mgła nie niszczy przeszłości, tylko ją chroni. Oddaje jej cześć. Razem zbudujemy lepszą przyszłość dla Oglodich."
"DCG_VO_untested_grunt_summon_01"	"Jestem gotów poddać się próbie."
"DCG_VO_untested_grunt_summon_02"	"Jestem tu, by walczyć."
"DCG_VO_untested_grunt_summon_03"	"Nie boję się..."
"DCG_VO_untested_grunt_ancient_attack_01"	"Okryję nas chwałą!"
"DCG_VO_untested_grunt_ancient_attack_02"	"To jest moja chwila!"
"DCG_VO_untested_grunt_ancient_protect_01"	"Będę bronić wieży!"
"DCG_VO_untested_grunt_ancient_protect_02"	"Nie zawiodę cię!"
"DCG_VO_untested_grunt_ancient_both_01"	"Wszystko sprowadza się do tego..."
"DCG_VO_untested_grunt_ancient_both_02"	"To moja szansa, by się wykazać!"
"DCG_VO_untested_grunt_hero_friend_01"	"Jestem gotów, moja chanko!"
"DCG_VO_untested_grunt_hero_friend_02"	"Daj mi tylko szansę, moja chanko."
"DCG_VO_untested_grunt_hero_friend_03"	"Moja chanko, jakie masz dla mnie rozkazy?"
"DCG_VO_untested_grunt_hero_rival_01"	"Kamieniogród padnie!"
"DCG_VO_untested_grunt_hero_rival_02"	"Och, w co ja się wpakowałem..."
"DCG_VO_untested_grunt_hero_rival_03"	"Jak cię zabiję, będę legendą wśród Oglodich..."
"DCG_VO_untested_grunt_faction_ally_01"	"Czerwona Mgła powstaje!"
"DCG_VO_untested_grunt_faction_ally_02"	"Za Oglodich!"
"DCG_VO_untested_grunt_faction_ally_03"	"Za Sorlę-chan!"
"DCG_VO_untested_grunt_unique_01"	"Hmm... Czyli teraz walczymy u boku Brązowego Legionu?"
"DCG_VO_untested_grunt_unique_02"	"Jeśli chanka tego chce, będę walczyć u twego boku."
"DCG_VO_untested_grunt_unique_03"	"Dobrze, dobrze... chorąży... jakoś to zniosę..."
"DCG_VO_untested_grunt_unique_04"	"Giń, lodowa wiedźmo!"
"DCG_VO_untested_grunt_unique_05"	"Oddam życie za Czerwoną Mgłę."
"DCG_VO_untested_grunt_unique_06"	"Któryś z nas nie wróci do domu..."
"DCG_VO_untested_grunt_unique_07"	"Śmierć Brązowemu Legionowi!"
"DCG_VO_untested_grunt_unique_08"	"Ja... ja zginę..."
"DCG_VO_untested_grunt_healed_01"	"Aaach."
"DCG_VO_untested_grunt_healed_02"	"Dzięki!"
"DCG_VO_untested_grunt_healed_03"	"Ja... ja już prawie umarłem..."
"DCG_VO_untested_grunt_death_01"	"<i>krzyczy</i>"
"DCG_VO_ogre_conscript_intro"	"Brązowy Legion zapewnia pokój. Głupie vhule wprowadzają chaos. Tak jak Rix wstąpiłem w szeregi Legionu. W odróżnieniu od niego jestem wierny. Wkrótce rebelia się skończy i może wtedy Dowódczyni pozwoli mi zjeść vhula."
"DCG_VO_ogre_conscript_summon_01"	"Na chwałę Kamieniogrodu."
"DCG_VO_ogre_conscript_summon_02"	"<i>okrzyk bojowy</i>"
"DCG_VO_ogre_conscript_summon_03"	"Zniszczę naszych wrogów."
"DCG_VO_ogre_conscript_ancient_attack_01"	"To nie potrwa długo."
"DCG_VO_ogre_conscript_ancient_attack_02"	"Nie zostanie z tego kamień na kamieniu."
"DCG_VO_ogre_conscript_ancient_protect_01"	"Nie przepuszczę ich."
"DCG_VO_ogre_conscript_ancient_protect_02"	"Zabezpieczam tę ścieżkę."
"DCG_VO_ogre_conscript_ancient_both_01"	"Do ataku!"
"DCG_VO_ogre_conscript_ancient_both_02"	"To już koniec."
"DCG_VO_ogre_conscript_hero_friend_01"	"Jakie rozkazy, Dowódczyni?"
"DCG_VO_ogre_conscript_hero_friend_02"	"Jestem na twoje rozkazy, Tresdin."
"DCG_VO_ogre_conscript_hero_friend_03"	"Ty też lubisz wyrzynać Czerwoną Mgłę, Kacie?"
"DCG_VO_ogre_conscript_hero_rival_01"	"Czerwona Mgła przestanie dziś istnieć."
"DCG_VO_ogre_conscript_hero_rival_02"	"To już koniec rebelii!"
"DCG_VO_ogre_conscript_hero_rival_03"	"Brązowy Legion był twoją rodziną, a ty nas zdradziłeś!"
"DCG_VO_ogre_conscript_faction_ally_01"	"Legion walczy jak jeden mąż!"
"DCG_VO_ogre_conscript_faction_ally_02"	"Będę walczył u boku moich braci!"
"DCG_VO_ogre_conscript_faction_ally_03"	"Nie mogę pozwolić, żebyście zabrali mi całą zabawę, chłopaki."
"DCG_VO_ogre_conscript_unique_01"	"Wznieście naszego bykowęża wysoko!"
"DCG_VO_ogre_conscript_unique_02"	"Kuzynie! Dołącz do Legionu."
"DCG_VO_ogre_conscript_unique_03"	"Przyszedłem zabijać żądnych krwi Oglodich. Zostanę, by zabijać zbuntowanych vhuli. "
"DCG_VO_ogre_conscript_unique_04"	"Obu nas karmiono kłamstwami, Rix."
"DCG_VO_ogre_conscript_unique_05"	"Rix otworzył mi oczy."
"DCG_VO_ogre_conscript_unique_06"	"Dzielnie walczyłaś, Sorla, powinnaś wstąpić do Legionu."
"DCG_VO_ogre_conscript_unique_07"	"Nigdy nie myślałem, że przyjdzie mi walczyć u boku Oglodiego."
"DCG_VO_ogre_conscript_unique_08"	"Pokażę ci, Oglodi, jak walczą prawdziwi wojownicy."
"DCG_VO_ogre_conscript_healed_01"	"Aaach."
"DCG_VO_ogre_conscript_healed_02"	"Dzięki."
"DCG_VO_ogre_conscript_healed_03"	"Czuję się lepiej."
"DCG_VO_ogre_conscript_death_01"	"<i>krzyczy</i>"
"DCG_VO_roseleaf_druid_intro"	"Możliwość walki u boku Rooftrellena to wielki zaszczyt – jestem pewien, że z jego pomocą szybko poradzimy sobie z usunięciem intruzów. A mimo to, czasem ogarniają mnie wątpliwości. Dzisiaj Czerwona Mgła i Brązowy Legion. Jutro Bystrzy. Kiedy wreszcie skończy się plądrowanie naszego domu..."
"DCG_VO_roseleaf_druid_summon_01"	"Przynoszę wiedzę i potęgę."
"DCG_VO_roseleaf_druid_summon_02"	"Wiele się w życiu nauczyłem... Pozwól, że ci pokażę."
"DCG_VO_roseleaf_druid_summon_03"	"Korzystam z mądrości mojego ludu."
"DCG_VO_roseleaf_druid_ancient_attack_01"	"Musimy przyspieszyć nasze plany."
"DCG_VO_roseleaf_druid_ancient_attack_02"	"Zróbmy z tym szybko porządek."
"DCG_VO_roseleaf_druid_ancient_protect_01"	"Żyjemy w prawdziwie trudnych czasach."
"DCG_VO_roseleaf_druid_ancient_protect_02"	"Zrobię, co w mojej mocy."
"DCG_VO_roseleaf_druid_ancient_both_01"	"Wciąż możemy wygrać..."
"DCG_VO_roseleaf_druid_ancient_both_02"	"Nadzieja nigdy nie umiera..."
"DCG_VO_roseleaf_druid_hero_friend_01"	"Witaj, stary przyjacielu..."
"DCG_VO_roseleaf_druid_hero_friend_02"	"Jak mogę ci pomóc, Rooftrellen?"
"DCG_VO_roseleaf_druid_hero_friend_03"	"Zadbaj o mnie, stary druhu..."
"DCG_VO_roseleaf_druid_hero_rival_01"	"Podłe z ciebie stworzenie, Wyrwidrzewie..."
"DCG_VO_roseleaf_druid_hero_rival_02"	"Twoje twory są wynaturzeniem, Rizzracku."
"DCG_VO_roseleaf_druid_hero_rival_03"	"Wyrwidrzewie... zapłacisz za to, coś uczynił."
"DCG_VO_roseleaf_druid_unique_01"	"Rysują się przed nami niezliczone możliwości."
"DCG_VO_roseleaf_druid_unique_02"	"Pozwól, że zwiększę twoją moc."
"DCG_VO_roseleaf_druid_unique_03"	"Dzięki zasobom Aghanima nie ma rzeczy niemożliwych..."
"DCG_VO_roseleaf_druid_unique_04"	"Sprawię, że niemożliwe stanie się możliwym."
"DCG_VO_roseleaf_druid_unique_05"	"Czuję się tu raczej zbędny."
"DCG_VO_roseleaf_druid_unique_06"	"Nie ufam ci ani trochę, Wyrwidrzewie."
"DCG_VO_roseleaf_druid_unique_07"	"Nie przepadam za Bystrymi, Mazzie, ale skoro mówisz, że jesteś inny, to ci uwierzę."
"DCG_VO_roseleaf_druid_unique_08"	"Walka u boku Bystrych... To zaiste przedziwne czasy..."
"DCG_VO_roseleaf_druid_healed_01"	"Aaach."
"DCG_VO_roseleaf_druid_healed_02"	"Dziękuję."
"DCG_VO_roseleaf_druid_healed_03"	"Mądra decyzja..."
"DCG_VO_roseleaf_druid_death_01"	"<i>krzyczy</i>"
"DCG_VO_roseleaf_druid_undead_moan_01"	"<i>jęczy</i>"
"DCG_VO_roseleaf_druid_undead_anger_01"	"<i>ryczy</i>"
"DCG_VO_assassins_apprentice_intro"	"Akcja w Revtel okazała się sukcesem. Nie brałam w niej udziału, bo byłam tam tylko, by obserwować... Mówią, że nie jestem jeszcze gotowa, by zabijać... Udowodnię, że się mylą."
"DCG_VO_assassins_apprentice_summon_01"	"Jestem gotowa poddać się próbie..."
"DCG_VO_assassins_apprentice_summon_02"	"Siostrzeństwo będzie ze mnie dumne."
"DCG_VO_assassins_apprentice_summon_03"	"Niczego nie poczują..."
"DCG_VO_assassins_apprentice_ancient_attack_01"	"Zostaw to mnie..."
"DCG_VO_assassins_apprentice_ancient_attack_02"	"Pokażę Wyroczniom, ile jestem warta..."
"DCG_VO_assassins_apprentice_ancient_protect_01"	"To jeszcze nie koniec."
"DCG_VO_assassins_apprentice_ancient_protect_02"	"Siostrzeństwo może zmienić koleje losu."
"DCG_VO_assassins_apprentice_ancient_both_01"	"Nie zawiodę, wykonując misję."
"DCG_VO_assassins_apprentice_ancient_both_02"	"Prędzej umrę, niż zawiodę Zawoalowane Wyrocznie..."
"DCG_VO_assassins_apprentice_use_ability_01"	"Wciąż walczę."
"DCG_VO_assassins_apprentice_use_ability_02"	"Moje ostrze zawsze znajduje swój cel."
"DCG_VO_assassins_apprentice_use_ability_03"	"Nie możesz przede mną uciec."
"DCG_VO_assassins_apprentice_hero_friend_01"	"Jestem gotowa do walki, siostro."
"DCG_VO_assassins_apprentice_hero_friend_02"	"To zaszczyt uczyć się od najlepszych..."
"DCG_VO_assassins_apprentice_hero_friend_03"	"Jesteś wzorem dla nas wszystkich, Mortred."
"DCG_VO_assassins_apprentice_hero_rival_01"	"Nie dla ciebie tu jestem, Kacie... tylko dla Dobromiły."
"DCG_VO_assassins_apprentice_hero_rival_02"	"To nic osobistego, Panno..."
"DCG_VO_assassins_apprentice_hero_rival_03"	"Jesteś na mojej liście, Mroczny Wieszczu..."
"DCG_VO_assassins_apprentice_faction_ally_01"	"Gotowe, siostry?"
"DCG_VO_assassins_apprentice_faction_ally_02"	"Nikt nie waży się wystąpić przeciwko nam..."
"DCG_VO_assassins_apprentice_faction_ally_03"	"Cień będzie nas chronić..."
"DCG_VO_assassins_apprentice_unique_01"	"Dokończę to, co zaczęłyśmy w Revtel..."
"DCG_VO_assassins_apprentice_unique_02"	"Pieniądze nie kupią ci łaski."
"DCG_VO_assassins_apprentice_unique_03"	"Ten konwój jest znaczenie większy, niż oczekiwałam..."
"DCG_VO_assassins_apprentice_unique_04"	"To, co stało się w Revtel, to nic osobistego..."
"DCG_VO_assassins_apprentice_unique_05"	"Siostrzeństwo narzuca zbyt wiele zasad... Być może mogłabym znaleźć sobie jakieś zajęcie w Revtel..."
"DCG_VO_assassins_apprentice_unique_06"	"Ci z Revtel nie wyglądają na takie potwory, jakie robią z nich Wyrocznie..."
"DCG_VO_assassins_apprentice_unique_07"	"Wieżę zostaw mnie..."
"DCG_VO_assassins_apprentice_unique_08"	"Przepraszam, siostro..."
"DCG_VO_assassins_apprentice_healed_01"	"Aaach."
"DCG_VO_assassins_apprentice_healed_02"	"Mogę kontynuować szkolenie..."
"DCG_VO_assassins_apprentice_healed_03"	"Dzięki."
"DCG_VO_assassins_apprentice_death_01"	"<i>krzyczy</i>"
"DCG_VO_assassins_apprentice_undead_moan_01"	"<i>jęczy</i>"
"DCG_VO_assassins_apprentice_undead_anger_01"	"<i>ryczy</i>"
"DCG_VO_ravenhook_intro"	"Jestem świadom swojej reputacji. W końcu wizyty moich braci i sióstr rzadko kiedy mają charakter towarzyski. Ale to nie moja wina, że tu jestem, tylko twoja. Może ukradłeś coś swojemu szlachetnemu ojcu albo nie spłaciłeś długu w Revtel... Może to być nawet coś tak trywialnego jak zemsta... Ech, ktoś już powiedział, że nie liczy się „dlaczego”. No nie liczy się. Liczy się tylko to, że masz coś, co jest ci drogie, a mój zleceniodawca chce, żebym ci to odebrał."
"DCG_VO_ravenhook_summon_01"	"Wiem, że masz coś, czego chcę."
"DCG_VO_ravenhook_summon_02"	"To nic osobistego. Tylko interes."
"DCG_VO_ravenhook_summon_03"	"Miejmy już za sobą tę paskudną sprawę, dobrze?"
"DCG_VO_ravenhook_ancient_attack_01"	"Bez obaw, zaraz będzie po wszystkim."
"DCG_VO_ravenhook_ancient_attack_02"	"Spójrzmy, co my tu mamy..."
"DCG_VO_ravenhook_ancient_protect_01"	"Chyba nie sądzisz, że pozwolę ci tak sobie odejść?"
"DCG_VO_ravenhook_ancient_protect_02"	"Robisz dokładnie to, czego chciałem."
"DCG_VO_ravenhook_ancient_both_01"	"No proszę, zaczyna się robić interesująco..."
"DCG_VO_ravenhook_ancient_both_02"	"Och, umieram z ciekawości, co będzie dalej..."
"DCG_VO_ravenhook_use_ability_01"	"Nie będziesz już tego potrzebować."
"DCG_VO_ravenhook_use_ability_02"	"Przykro mi."
"DCG_VO_ravenhook_use_ability_03"	"Oddaj mi to..."
"DCG_VO_ravenhook_hero_friend_01"	"Znalazłeś już Mireskę?"
"DCG_VO_ravenhook_hero_friend_02"	"Słyszałem, że lord Sunbreeze zapłaci ci ładną sumkę..."
"DCG_VO_ravenhook_hero_friend_03"	"Współpraca ze szlachetnymi obywatelami Revtel to zawsze przyjemność..."
"DCG_VO_ravenhook_hero_rival_01"	"Będę szczery, Mazzie.... Wiele osób darzy cię nienawiścią."
"DCG_VO_ravenhook_hero_rival_02"	"Oddaj mi tylko robota, Rizzrack, i już mnie ma..."
"DCG_VO_ravenhook_hero_rival_03"	"Chyba nie jesteś zaskoczony, że narobiłeś sobie wrogów podczas swoich wypraw, Kacie..."
"DCG_VO_ravenhook_unique_01"	"To po postu nie jest twój dzień, prawda?"
"DCG_VO_ravenhook_unique_02"	"Siuuup."
"DCG_VO_ravenhook_unique_03"	"Ostrożnie, tym można kogoś skrzywdzić."
"DCG_VO_ravenhook_unique_04"	"Na pewno nawet nie przyszło ci do głowy, żeby mnie tym potraktować."
"DCG_VO_ravenhook_unique_05"	"Dostanę za to niezłą cenę na rynku..."
"DCG_VO_ravenhook_unique_06"	"Wybacz, ale chyba masz coś, czego szukam..."
"DCG_VO_ravenhook_unique_07"	"Nie ma potrzeby, żeby nadmiernie to komplikować..."
"DCG_VO_ravenhook_unique_08"	"Po prostu daj mi to, o co proszę, i już mnie nie ma..."
"DCG_VO_ravenhook_healed_01"	"Aaach."
"DCG_VO_ravenhook_healed_02"	"Mogę kontynuować pracę..."
"DCG_VO_ravenhook_healed_03"	"Jestem ci wdzięczny..."
"DCG_VO_satyr_duelist_intro"	"Nie jestem szermierzem. Jestem wirtuozem. No dobrze, nie jestem głupcem, który się przechwala, że jest najlepszy, bo w końcu świat jest pełen wyjątkowych osób... starcza mi jednak rozumu, by wiedzieć, że jestem lepszy niż większość. "
"DCG_VO_satyr_duelist_summon_01"	"Kto jest gotowy do gry?"
"DCG_VO_satyr_duelist_summon_02"	"Zacznijmy taniec."
"DCG_VO_satyr_duelist_summon_03"	"Witajcie, przyjaciele..."
"DCG_VO_satyr_duelist_ancient_attack_01"	"Wkrótce będzie po wszystkim."
"DCG_VO_satyr_duelist_ancient_attack_02"	"Pozwól, że to skończę..."
"DCG_VO_satyr_duelist_ancient_protect_01"	"Nivańscy Galanci odpowiedzieli na twoje wołanie o pomoc."
"DCG_VO_satyr_duelist_ancient_protect_02"	"Walka jeszcze trwa."
"DCG_VO_satyr_duelist_ancient_both_01"	"Czyż to nie jest ekscytujące..."
"DCG_VO_satyr_duelist_ancient_both_02"	"Jestem bardzo ciekaw, jak to się rozwinie..."
"DCG_VO_satyr_duelist_hero_friend_01"	"Likan, gdy jesteś u mego boku, poradzę sobie z każdym wrogiem."
"DCG_VO_satyr_duelist_hero_friend_02"	"Zaklinaczko, gdy jesteś u mego boku, wiem, że w pełni wykorzystam mój potencjał..."
"DCG_VO_satyr_duelist_hero_friend_03"	"Drzewcu, gdy jesteś u mego boku, wiem, że nie spotka mnie żadna krzywda..."
"DCG_VO_satyr_duelist_hero_rival_01"	"Nie boję się zabójców."
"DCG_VO_satyr_duelist_hero_rival_02"	"Dowódczyni... Ciekawy tytuł dla drobnej awanturnicy."
"DCG_VO_satyr_duelist_hero_rival_03"	"Brakuje ci wdzięku, Sorla... To będzie twój koniec."
