"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"皮尔庞特与我时常意见相左，但是他很聪明，知道激怒虚空假面有多危险。我不是很喜欢超维视界条约，因为操纵时空很好玩。但你知道还有什么更好玩吗？就是不让自己的时间线被抹去。"
"DCG_VO_assassins_shadow_summon_03"	"没人能违逆一名魅影之纱刺客。"
"DCG_VO_assassins_shadow_ancient_attack_01"	"他们的死期不远了。"
"DCG_VO_assassins_shadow_ancient_attack_02"	"我会干得干净利落。"
"DCG_VO_assassins_shadow_ancient_protect_01"	"我会扭转战局。"
"DCG_VO_assassins_shadow_ancient_protect_02"	"战争还没有结束。"
"DCG_VO_assassins_shadow_ancient_both_01"	"这个留给我。"
"DCG_VO_assassins_shadow_ancient_both_02"	"很快就会结束了。"
"DCG_VO_assassins_shadow_hero_friend_01"	"姐妹，恭喜你在瑞文泰尔刺杀成功。"
"DCG_VO_assassins_shadow_hero_friend_02"	"茉崔蒂，你在瑞文泰尔的事迹将影响深远。"
"DCG_VO_assassins_shadow_hero_friend_03"	"姐妹，讲讲你是如何杀死瑞文泰尔商王的？"
"DCG_VO_assassins_shadow_hero_rival_01"	"特蕾丝汀，这不是个人恩怨——我的名单上有你的名字。"
"DCG_VO_assassins_shadow_hero_rival_02"	"你是个怪物，卡娜。"
"DCG_VO_assassins_shadow_hero_rival_03"	"亚巴顿，缠住你脖子的不是迷雾，而是我的双手。"
"DCG_VO_assassins_shadow_faction_ally_01"	"嘿，姐妹们。"
"DCG_VO_assassins_shadow_faction_ally_02"	"姐妹们，我还有工作。"
"DCG_VO_assassins_shadow_faction_ally_03"	"魅影之纱姐妹会不容违抗。"
"DCG_VO_assassins_shadow_unique_01"	"你叫我来，现在别挡路，我好办事。"
"DCG_VO_assassins_shadow_unique_02"	"真是势不可挡。"
"DCG_VO_assassins_shadow_unique_03"	"妹妹，看着我……我就是未来的你。"
"DCG_VO_assassins_shadow_unique_04"	"评议团能重塑我的肉身吗？"
"DCG_VO_assassins_shadow_unique_05"	"恶魔，别拿我跟你比。"
"DCG_VO_assassins_shadow_unique_06"	"魅惑魔女，你不应死，但这不是我的意志能决定的。"
"DCG_VO_assassins_shadow_unique_07"	"我会完成茉崔蒂未尽的任务的！"
"DCG_VO_assassins_shadow_unique_08"	"瑞文泰尔激起了姐妹会的怒火。"
"DCG_VO_assassins_shadow_healed_01"	"啊……"
"DCG_VO_assassins_shadow_healed_02"	"接着工作。"
"DCG_VO_assassins_shadow_healed_03"	"血战到底。"
"DCG_VO_assassins_shadow_death_01"	"<i>尖叫</i>"
"DCG_VO_untested_grunt_intro"	"我跟着红雾离开时，我知道我父母觉得我背叛了他们。他们觉得我应该当个工匠……但他们没有看到索尔拉可汗站在市集上的样子。他们没有听到她宣扬上古之道，说红雾不是毁灭过去，而是保护过去、尊重过去。我们一起，将为高地人开创更美好的未来。"
"DCG_VO_untested_grunt_summon_01"	"我准备好证明自己了。"
"DCG_VO_untested_grunt_summon_02"	"我是来战斗的。"
"DCG_VO_untested_grunt_summon_03"	"我并不害怕……"
"DCG_VO_untested_grunt_ancient_attack_01"	"我会带来荣耀！"
"DCG_VO_untested_grunt_ancient_attack_02"	"这是属于我的时刻！"
"DCG_VO_untested_grunt_ancient_protect_01"	"我会保护塔！"
"DCG_VO_untested_grunt_ancient_protect_02"	"我不会让你失望的！"
"DCG_VO_untested_grunt_ancient_both_01"	"这就是最重要的时刻了……"
"DCG_VO_untested_grunt_ancient_both_02"	"证明我的机会到了！"
"DCG_VO_untested_grunt_hero_friend_01"	"我准备好了，我的可汗！"
"DCG_VO_untested_grunt_hero_friend_02"	"给我个机会吧，我的可汗。"
"DCG_VO_untested_grunt_hero_friend_03"	"我的可汗，需要我做什么？"
"DCG_VO_untested_grunt_hero_rival_01"	"石堂城一定会倒下！"
"DCG_VO_untested_grunt_hero_rival_02"	"噢，我蹚了什么浑水……"
"DCG_VO_untested_grunt_hero_rival_03"	"杀了你，我就会成为高地人的传奇……"
"DCG_VO_untested_grunt_faction_ally_01"	"红雾崛起！"
"DCG_VO_untested_grunt_faction_ally_02"	"为了高地人！"
"DCG_VO_untested_grunt_faction_ally_03"	"为了索尔拉可汗！"
"DCG_VO_untested_grunt_unique_01"	"这么说……我们要和古铜军团并肩作战了？"
"DCG_VO_untested_grunt_unique_02"	"如果可汗是这么想的，那么我会和你一起作战。"
"DCG_VO_untested_grunt_unique_03"	"好的，好的……军团旗手……我撑得住……"
"DCG_VO_untested_grunt_unique_04"	"受死吧，冰女巫！"
"DCG_VO_untested_grunt_unique_05"	"我愿意为红雾奉献生命！"
"DCG_VO_untested_grunt_unique_06"	"咱们都不用回家……"
"DCG_VO_untested_grunt_unique_07"	"受死吧，古铜军团！"
"DCG_VO_untested_grunt_unique_08"	"我……要死了……"
"DCG_VO_untested_grunt_healed_01"	"啊……"
"DCG_VO_untested_grunt_healed_02"	"谢谢！"
"DCG_VO_untested_grunt_healed_03"	"我差点……就死了……"
"DCG_VO_untested_grunt_death_01"	"<i>尖叫</i>"
"DCG_VO_ogre_conscript_intro"	"古铜军团可以带来和平，愚蠢的豺狼人只会带来混乱。我和瑞克斯一样加入了军团，但是与瑞克斯不同，我忠心耿耿。叛乱会很快结束，希望特蕾丝汀指挥官能让我把豺狼人吃下肚。"
"DCG_VO_ogre_conscript_summon_01"	"为了石堂城的荣耀！"
"DCG_VO_ogre_conscript_summon_02"	"<i>战吼</i>"
"DCG_VO_ogre_conscript_summon_03"	"我们会摧毁我们的敌人。"
"DCG_VO_ogre_conscript_ancient_attack_01"	"不会太久了。"
"DCG_VO_ogre_conscript_ancient_attack_02"	"我要一砖一瓦地拆掉它！"
"DCG_VO_ogre_conscript_ancient_protect_01"	"他们别想通过！"
"DCG_VO_ogre_conscript_ancient_protect_02"	"我会守住这条兵线。"
"DCG_VO_ogre_conscript_ancient_both_01"	"进攻！"
"DCG_VO_ogre_conscript_ancient_both_02"	"就此结束吧！"
"DCG_VO_ogre_conscript_hero_friend_01"	"指挥官，有何吩咐？"
"DCG_VO_ogre_conscript_hero_friend_02"	"特蕾丝汀，我任您差遣。"
"DCG_VO_ogre_conscript_hero_friend_03"	"斧王，所以你也喜欢杀红雾啊？"
"DCG_VO_ogre_conscript_hero_rival_01"	"今日就是红雾的忌日。"
"DCG_VO_ogre_conscript_hero_rival_02"	"叛军就此作古！"
"DCG_VO_ogre_conscript_hero_rival_03"	"古铜军团给了你一个家，而你背叛了我们！"
"DCG_VO_ogre_conscript_faction_ally_01"	"军团团结一心！"
"DCG_VO_ogre_conscript_faction_ally_02"	"我与我的兄弟们并肩作战！"
"DCG_VO_ogre_conscript_faction_ally_03"	"好玩的不能都让你们独享。"
"DCG_VO_ogre_conscript_unique_01"	"高举牛头蛇的旗帜！"
"DCG_VO_ogre_conscript_unique_02"	"表兄弟！你也该加入军团。"
"DCG_VO_ogre_conscript_unique_03"	"我为了杀高地人狂战士而来到这里，然后为了铲除豺狼人叛军而留下。"
"DCG_VO_ogre_conscript_unique_04"	"瑞克斯，我们都被欺骗了。"
"DCG_VO_ogre_conscript_unique_05"	"瑞克斯让我看清楚了真相。"
"DCG_VO_ogre_conscript_unique_06"	"打得不错，索尔拉，你该加入军团。"
"DCG_VO_ogre_conscript_unique_07"	"我从没想过我会与高地人并肩作战。"
"DCG_VO_ogre_conscript_unique_08"	"让你们高地人看看真正的战士是怎么战斗的。"
"DCG_VO_ogre_conscript_healed_01"	"啊……"
"DCG_VO_ogre_conscript_healed_02"	"谢谢。"
"DCG_VO_ogre_conscript_healed_03"	"我觉得好多了。"
"DCG_VO_ogre_conscript_death_01"	"<i>尖叫</i>"
"DCG_VO_roseleaf_druid_intro"	"能与鲁夫特伦并肩作战是莫大的荣耀。有了他的帮助，我确信能立即驱逐掉这些入侵者。但，有时我会怀疑，今天是红雾与古铜军团，明天是基恩人。什么时候我们的家园才不会再受到侵犯……"
"DCG_VO_roseleaf_druid_summon_01"	"我带来智慧与力量。"
"DCG_VO_roseleaf_druid_summon_02"	"我年轻时学了不少东西……给你见识见识。"
"DCG_VO_roseleaf_druid_summon_03"	"我与族人分享智慧。"
"DCG_VO_roseleaf_druid_ancient_attack_01"	"我们的计划必须加快进行。"
"DCG_VO_roseleaf_druid_ancient_attack_02"	"我们要速战速决。"
"DCG_VO_roseleaf_druid_ancient_protect_01"	"情况危急。"
"DCG_VO_roseleaf_druid_ancient_protect_02"	"我会尽力而为。"
"DCG_VO_roseleaf_druid_ancient_both_01"	"我们还能赢……"
"DCG_VO_roseleaf_druid_ancient_both_02"	"希望永远不灭……"
"DCG_VO_roseleaf_druid_hero_friend_01"	"你好啊，老搭档……"
"DCG_VO_roseleaf_druid_hero_friend_02"	"鲁夫特伦，需要我做什么？"
"DCG_VO_roseleaf_druid_hero_friend_03"	"老搭档，尽量保证我的安全……"
"DCG_VO_roseleaf_druid_hero_rival_01"	"伐木机，你这个卑鄙的家伙……"
"DCG_VO_roseleaf_druid_hero_rival_02"	"瑞兹拉克，你的作品真是场灾难。"
"DCG_VO_roseleaf_druid_hero_rival_03"	"伐木机……你会付出代价的。"
"DCG_VO_roseleaf_druid_unique_01"	"有千万种可能。"
"DCG_VO_roseleaf_druid_unique_02"	"让我提升你的力量。"
"DCG_VO_roseleaf_druid_unique_03"	"有了阿哈利姆的资源，还有什么不可能的……"
"DCG_VO_roseleaf_druid_unique_04"	"我会化腐朽为神奇。"
"DCG_VO_roseleaf_druid_unique_05"	"我觉得我挺多余的。"
"DCG_VO_roseleaf_druid_unique_06"	"伐木机，我就从来没有信任过你。"
"DCG_VO_roseleaf_druid_unique_07"	"梅兹，我不怎么喜欢基恩人，但是如果你说你与他们不同，我信。"
"DCG_VO_roseleaf_druid_unique_08"	"与基恩人并肩作战……这个时代可真是奇怪得很……"
"DCG_VO_roseleaf_druid_healed_01"	"啊……"
"DCG_VO_roseleaf_druid_healed_02"	"谢谢你。"
"DCG_VO_roseleaf_druid_healed_03"	"英明……"
"DCG_VO_roseleaf_druid_death_01"	"<i>尖叫</i>"
"DCG_VO_roseleaf_druid_undead_moan_01"	"<i>呻吟</i>"
"DCG_VO_roseleaf_druid_undead_anger_01"	"<i>咆哮</i>"
"DCG_VO_assassins_apprentice_intro"	"瑞文泰尔战役大获全胜，但我只能旁观，没能参与……他们说我还没准备好，不能独立刺杀……我会证明他们说错了。"
"DCG_VO_assassins_apprentice_summon_01"	"我准备好证明自己了……"
"DCG_VO_assassins_apprentice_summon_02"	"我会让姐妹会以我为荣。"
"DCG_VO_assassins_apprentice_summon_03"	"他们不会有任何感觉的。"
"DCG_VO_assassins_apprentice_ancient_attack_01"	"这里交给我……"
"DCG_VO_assassins_apprentice_ancient_attack_02"	"我会向神谕者展示我的价值……"
"DCG_VO_assassins_apprentice_ancient_protect_01"	"还没完呢。"
"DCG_VO_assassins_apprentice_ancient_protect_02"	"姐妹会可以扭转战局。"
"DCG_VO_assassins_apprentice_ancient_both_01"	"我的任务不会失败。"
"DCG_VO_assassins_apprentice_ancient_both_02"	"我就是死，也不会让魅纱神谕者失望……"
"DCG_VO_assassins_apprentice_use_ability_01"	"战斗不止。"
"DCG_VO_assassins_apprentice_use_ability_02"	"我的刀刃永远都能找到目标。"
"DCG_VO_assassins_apprentice_use_ability_03"	"你跑不掉的！"
"DCG_VO_assassins_apprentice_hero_friend_01"	"姐妹，我已经准备好战斗了。"
"DCG_VO_assassins_apprentice_hero_friend_02"	"很荣幸能向强者学习。"
"DCG_VO_assassins_apprentice_hero_friend_03"	"茉崔蒂啊，你是我们的榜样。"
"DCG_VO_assassins_apprentice_hero_rival_01"	"斧王，我不是来找你的……我的目标是小古。"
"DCG_VO_assassins_apprentice_hero_rival_02"	"这不是个人恩怨，冰晶圣女。"
"DCG_VO_assassins_apprentice_hero_rival_03"	"黑暗贤者，你在我的名单之上。"
"DCG_VO_assassins_apprentice_faction_ally_01"	"准备好了吗，姐妹们？"
"DCG_VO_assassins_apprentice_faction_ally_02"	"没人敢与我们为敌……"
"DCG_VO_assassins_apprentice_faction_ally_03"	"暗影会保卫我们的……"
"DCG_VO_assassins_apprentice_unique_01"	"我会完成在瑞文泰尔未尽的任务……"
"DCG_VO_assassins_apprentice_unique_02"	"你的钱也买不了你的命。"
"DCG_VO_assassins_apprentice_unique_03"	"护卫队的人数比我想象的要多啊……"
"DCG_VO_assassins_apprentice_unique_04"	"在瑞文泰尔发生的事并不是个人恩怨……"
"DCG_VO_assassins_apprentice_unique_05"	"姐妹会的规矩太多了……也许我能在瑞文泰尔找到工作……"
"DCG_VO_assassins_apprentice_unique_06"	"瑞文泰尔的人不像神谕者口中说的怪物……"
"DCG_VO_assassins_apprentice_unique_07"	"塔就交给我吧……"
"DCG_VO_assassins_apprentice_unique_08"	"对不起，姐妹……"
"DCG_VO_assassins_apprentice_healed_01"	"啊……"
"DCG_VO_assassins_apprentice_healed_02"	"我还能继续训练……"
"DCG_VO_assassins_apprentice_healed_03"	"谢谢。"
"DCG_VO_assassins_apprentice_death_01"	"<i>尖叫</i>"
"DCG_VO_assassins_apprentice_undead_moan_01"	"<i>呻吟</i>"
"DCG_VO_assassins_apprentice_undead_anger_01"	"<i>咆哮</i>"
"DCG_VO_ravenhook_intro"	"我当然知道自己的名声如何。毕竟我的兄弟姐妹们上门来时……很少是来表达关心的。但是我在这里又不是我的错，而是你的。也许你从你的贵族老爹那里偷了什么家当……也许你欠了瑞文泰尔的债……又或者是什么复仇之类的老戏码……呃，谁知道呢，原因并不重要，对吧？重要的是你有什么东西，是我的雇主想拿回去的。"
"DCG_VO_ravenhook_summon_01"	"我想你有些我需要的东西。"
"DCG_VO_ravenhook_summon_02"	"这不是个人恩怨，只是生意。"
"DCG_VO_ravenhook_summon_03"	"我们先把这笔烦人的生意做完吧，怎么样？"
"DCG_VO_ravenhook_ancient_attack_01"	"不用担心，很快就会结束了。"
"DCG_VO_ravenhook_ancient_attack_02"	"嗯，这里都发生了些什么啊……"
"DCG_VO_ravenhook_ancient_protect_01"	"你不会以为我会让你就这么溜过去吧？"
"DCG_VO_ravenhook_ancient_protect_02"	"你逃不掉了。"
"DCG_VO_ravenhook_ancient_both_01"	"唔，越来越有趣了……"
"DCG_VO_ravenhook_ancient_both_02"	"噢，简直迫不及待要看看接下来的好戏了……"
"DCG_VO_ravenhook_use_ability_01"	"你用不上那东西了。"
"DCG_VO_ravenhook_use_ability_02"	"抱歉啦。"
"DCG_VO_ravenhook_use_ability_03"	"给我吧……"
"DCG_VO_ravenhook_hero_friend_01"	"你找到米瑞斯嘉了吗？"
"DCG_VO_ravenhook_hero_friend_02"	"听说晴风领主付了你不少钱……"
"DCG_VO_ravenhook_hero_friend_03"	"能与瑞文泰尔的上等人共事总是令人愉快……"
"DCG_VO_ravenhook_hero_rival_01"	"我就直说了吧，梅兹……恨你的人很多。"
"DCG_VO_ravenhook_hero_rival_02"	"把机器人交出来，瑞兹拉克，然后我马上就走……"
"DCG_VO_ravenhook_hero_rival_03"	"你在旅途上树敌不少，这一点也不让人惊讶……"
"DCG_VO_ravenhook_unique_01"	"今天你太不走运了，对吧？"
"DCG_VO_ravenhook_unique_02"	"噢哟，糟糕。"
"DCG_VO_ravenhook_unique_03"	"小心点，那玩意会伤到人的。"
"DCG_VO_ravenhook_unique_04"	"你也不想拿这玩意来对付我，是吧？"
"DCG_VO_ravenhook_unique_05"	"这东西在黑市上可以卖个好价钱……"
"DCG_VO_ravenhook_unique_06"	"不好意思，我觉得你有些我需要的东西……"
"DCG_VO_ravenhook_unique_07"	"没必要搞出些不必要的冲突来……"
"DCG_VO_ravenhook_unique_08"	"把我想要的给我，我马上就走……"
"DCG_VO_ravenhook_healed_01"	"啊……"
"DCG_VO_ravenhook_healed_02"	"我还有工作要做……"
"DCG_VO_ravenhook_healed_03"	"非常感谢……"
"DCG_VO_satyr_duelist_intro"	"我不是剑士，我是艺术家。我现在当然没那么蠢，会称自己天下无敌，毕竟这个世界到处是杰出人才……但是，我也够聪明，知道自己比大部分人厉害。"
"DCG_VO_satyr_duelist_summon_01"	"谁准备好来玩了。"
"DCG_VO_satyr_duelist_summon_02"	"剑舞开始。"
"DCG_VO_satyr_duelist_summon_03"	"哈罗，朋友……"
"DCG_VO_satyr_duelist_ancient_attack_01"	"这一切很快就会结束了。"
"DCG_VO_satyr_duelist_ancient_attack_02"	"让我做个了结……"
"DCG_VO_satyr_duelist_ancient_protect_01"	"尼凡的勇士们在此响应你的呼救。"
"DCG_VO_satyr_duelist_ancient_protect_02"	"还没完呢。"
"DCG_VO_satyr_duelist_ancient_both_01"	"真是刺激……"
"DCG_VO_satyr_duelist_ancient_both_02"	"我很期待接下来会发生什么……"
"DCG_VO_satyr_duelist_hero_friend_01"	"狼人，跟你一起作战，没有我打不倒的敌人。"
"DCG_VO_satyr_duelist_hero_friend_02"	"魅惑魔女，有你站在我这边，我能发挥出所有潜力……"
"DCG_VO_satyr_duelist_hero_friend_03"	"树精，有你在我这边，我便不会受到伤害……"
"DCG_VO_satyr_duelist_hero_rival_01"	"区区刺客。"
"DCG_VO_satyr_duelist_hero_rival_02"	"指挥官……对于一个小混混来说，这头衔还真大。"
"DCG_VO_satyr_duelist_hero_rival_03"	"索尔拉，你不够优雅……这就是你的祸根。"
"DCG_VO_satyr_duelist_unique_01"	"啊，伟大的斧王……我很期待这场战斗。"
"DCG_VO_satyr_duelist_unique_02"	"我的威力与日俱增……"
"DCG_VO_satyr_duelist_unique_03"	"我的技术只增不减。"
"DCG_VO_satyr_duelist_unique_04"	"来吧，斧王，我们比划比划……"
"DCG_VO_satyr_duelist_unique_05"	"让我见识一下守夜骑士是否名副其实？"
"DCG_VO_satyr_duelist_unique_06"	"瑞克斯，你追求正义，但是做法不妥。"
"DCG_VO_satyr_duelist_unique_07"	"夜魇见到了能与之匹敌的人……"
"DCG_VO_satyr_duelist_unique_08"	"普瑞蕾斯，你走火入魔了……"
"DCG_VO_satyr_duelist_healed_01"	"啊……"
"DCG_VO_satyr_duelist_healed_02"	"谢谢你。"
"DCG_VO_satyr_duelist_healed_03"	"非常感谢。"
"DCG_VO_satyr_duelist_death_01"	"<i>尖叫</i>"
"DCG_VO_vhoul_martyr_intro"	"当我同意让瑞克斯在我的地下酒窖里召集人手时，我就知道会有这一天……但是半夜被迫离家这件事，我并没有心理准备。我知道特蕾丝汀早晚会处决我，说实话，我很害怕。但是我们都有必须要扮演的角色。"
"DCG_VO_vhoul_martyr_summon_01"	"我会为正义的事业献出生命。"
"DCG_VO_vhoul_martyr_summon_02"	"我的生命不重要，最重要的是事业。"
"DCG_VO_vhoul_martyr_summon_03"	"我愿意为我的人民牺牲生命！"
"DCG_VO_vhoul_martyr_ancient_attack_01"	"如果诸神有慈悲之心，我便会活着看见胜利之日！"
"DCG_VO_vhoul_martyr_ancient_attack_02"	"如果我的死能带来胜利，我甘愿献出生命……"
"DCG_VO_vhoul_martyr_ancient_protect_01"	"我不会白白死去。"
"DCG_VO_vhoul_martyr_ancient_protect_02"	"如果我的生命可以扭转局势，那么死又何妨？"
"DCG_VO_vhoul_martyr_ancient_both_01"	"我们都必须为我们的人民奉献一切……"
"DCG_VO_vhoul_martyr_ancient_both_02"	"时期成熟了，不要犹豫。"
"DCG_VO_vhoul_martyr_hero_friend_01"	"我相信你，瑞克斯。"
"DCG_VO_vhoul_martyr_hero_friend_02"	"能与我们的救世主一起战斗是份荣耀。"
"DCG_VO_vhoul_martyr_hero_friend_03"	"瑞克斯，你需要我做什么？"
"DCG_VO_vhoul_martyr_hero_rival_01"	"你不能再压迫我们了！"
"DCG_VO_vhoul_martyr_hero_rival_02"	"玫叶城永远不会效忠古铜军团！"
"DCG_VO_vhoul_martyr_hero_rival_03"	"你不懂，特蕾丝汀……我的死只会更加坚定我们的决心……"
"DCG_VO_vhoul_martyr_faction_ally_01"	"为了革命！"
"DCG_VO_vhoul_martyr_faction_ally_02"	"为了玫叶城的自由！"
"DCG_VO_vhoul_martyr_faction_ally_03"	"豺狼人永不为奴！"
"DCG_VO_vhoul_martyr_unique_01"	"瑞克斯，对不起，我不想死。"
"DCG_VO_vhoul_martyr_unique_02"	"瑞克斯，革命没戏了，起码这样我还能活下去……"
"DCG_VO_vhoul_martyr_unique_03"	"我还有家人，原谅我……"
"DCG_VO_vhoul_martyr_unique_04"	"你毁灭不了我们的家园！"
"DCG_VO_vhoul_martyr_unique_05"	"索尔拉，你竟敢屠杀我们的人民…… "
"DCG_VO_vhoul_martyr_unique_06"	"多亏了评议团，我不需要牺牲我的性命……"
"DCG_VO_vhoul_martyr_unique_07"	"巫妖，做你必须做的事吧……"
"DCG_VO_vhoul_martyr_unique_08"	"巫妖，我自愿奉献……"
"DCG_VO_vhoul_martyr_healed_01"	"啊……"
"DCG_VO_vhoul_martyr_healed_02"	"我的死期还没到……"
"DCG_VO_vhoul_martyr_healed_03"	"这么做好吗？"
"DCG_VO_ogre_corpse_tosser_intro"	"我朋友说丢尸体顶多只能算是个嗜好，不是份正当工作。但看看现在是谁笑到了最后？不是我那些朋友。他们不支持我的梦想，我把他们都毙了。"
"DCG_VO_ogre_corpse_tosser_summon_01"	"我准备好大干一场了。"
"DCG_VO_ogre_corpse_tosser_summon_02"	"给我找个东西来让我丢。"
"DCG_VO_ogre_corpse_tosser_summon_03"	"我们开始动手吧。 "
"DCG_VO_ogre_corpse_tosser_ancient_attack_01"	"只是时间问题……"
"DCG_VO_ogre_corpse_tosser_ancient_attack_02"	"我可以把那东西给弄倒……"
