"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"Pierpont et moi ne sommes pas d’accord sur beaucoup de choses, mais je dois admettre qu’il a raison de craindre la colère du Sans-visage. Le traité de Claszureme ne m'enchante guère... la chronomancie c’est bien, mais vous savez ce qui est encore mieux ? Ne pas voir son existence entièrement effacée."
"DCG_VO_lycan_unique_16"	"Mes loups vont vous égorger..."
"DCG_VO_lycan_unique_17"	"La Maison Ambry est aux côtés de la Maison Avernus."
"DCG_VO_lycan_unique_18"	"Tu vas le payer très cher."
"DCG_VO_lycan_unique_19"	"NON !"
"DCG_VO_lycan_unique_20"	"Ils étaient tout ce qui me restait..."
"DCG_VO_lycan_healed_01"	"Aaah"
"DCG_VO_lycan_healed_02"	"Merci."
"DCG_VO_lycan_healed_03"	"Merci bien."
"DCG_VO_lycan_healed_04"	"Je te suis redevable."
"DCG_VO_lycan_healed_05"	"Je ne l'oublierai pas."
"DCG_VO_lycan_taunt_generic_01"	"Détruisez-la, brique après brique !"
"DCG_VO_lycan_taunt_generic_02"	"Nous devons être implacables."
"DCG_VO_lycan_taunt_generic_03"	"Pas de quartier !"
"DCG_VO_lycan_taunt_generic_04"	"Éliminez-les !"
"DCG_VO_lycan_taunt_generic_05"	"Détruisons l'Ancien !"
"DCG_VO_lycan_taunt_generic_06"	"Écrasons l'Ancien !"
"DCG_VO_lycan_taunt_generic_07"	"Mettez-les en pièces !"
"DCG_VO_lycan_taunt_generic_08"	"Nous pouvons gagner ce combat !"
"DCG_VO_lycan_taunt_generic_09"	"La défaite ne tient qu'à un fil !"
"DCG_VO_lycan_taunt_generic_10"	"Nous continuerons jusqu'à leur destruction !"
"DCG_VO_lycan_potential_kill_01"	"Rien ne me détourne de ma chasse..."
"DCG_VO_lycan_potential_kill_02"	"Tu es ma proie..."
"DCG_VO_lycan_potential_kill_03"	"Tu n'as aucune chance de m'échapper..."
"DCG_VO_lycan_potential_kill_04"	"Tu ne cours pas assez vite..."
"DCG_VO_lycan_potential_kill_05"	"Tu ne peux pas m'échapper..."
"DCG_VO_lycan_potential_save_01"	"Il en faut plus que ça pour m'achever..."
"DCG_VO_lycan_potential_save_02"	"Je suis plus malin que toi..."
"DCG_VO_lycan_potential_save_03"	"Mon instinct me protège..."
"DCG_VO_lycan_potential_save_04"	"Qui chasse qui, d'après toi ?"
"DCG_VO_lycan_potential_save_05"	"De meilleurs guerriers ont essayé de me tuer..."
"DCG_VO_lycan_permanent_armor_01"	"Mon instinct de survie est affûté..."
"DCG_VO_lycan_permanent_armor_02"	"Je suis le dernier de ma maison, je ne peux pas mourir."
"DCG_VO_lycan_permanent_armor_03"	"Je suis protégé..."
"DCG_VO_lycan_permanent_armor_04"	"Ambry n'échouera pas une autre fois."
"DCG_VO_lycan_permanent_armor_05"	"Je ne quitterai pas le champ de bataille..."
"DCG_VO_lycan_permanent_attack_01"	"Je suis plus fort maintenant..."
"DCG_VO_lycan_permanent_attack_02"	"Je suis prêt à égorger mes ennemis..."
"DCG_VO_lycan_permanent_attack_03"	"La vengeance m'appartient..."
"DCG_VO_lycan_permanent_attack_04"	"J'ai la force de tuer mes ennemis..."
"DCG_VO_lycan_permanent_attack_05"	"Ma vengeance sera instantanée..."
"DCG_VO_lycan_permanent_health_01"	"Je peux survivre à tout..."
"DCG_VO_lycan_permanent_health_02"	"Je ne mourrai pas ici..."
"DCG_VO_lycan_permanent_health_03"	"Le sang de la Maison Ambry est fort."
"DCG_VO_lycan_permanent_health_04"	"Personne n'est plus coriace que moi..."
"DCG_VO_lycan_permanent_health_05"	"Je ne crains aucune lame..."
"DCG_VO_lycan_cast_spell_01"	"Un cadeau de la Maison Ambry..."
"DCG_VO_lycan_cast_spell_02"	"La chasse est ouverte..."
"DCG_VO_lycan_cast_spell_03"	"Mort à nos ennemis !"
"DCG_VO_lycan_cast_spell_04"	"Pour la Maison Ambry !"
"DCG_VO_lycan_cast_spell_05"	"J'obtiendrai satisfaction..."
"DCG_VO_lycan_cast_spell_06"	"Je ne décevrai pas ma famille..."
"DCG_VO_lycan_cast_spell_07"	"Je ne perdrai pas ce combat..."
"DCG_VO_lycan_cast_spell_08"	"C'est mon domaine !"
"DCG_VO_lycan_cast_spell_09"	"Rien ne peut nous arrêter !"
"DCG_VO_lycan_cast_spell_10"	"Tu dois répondre de tes actes..."
"DCG_VO_lycan_death_01"	"<i>Cris</i>"
"DCG_VO_thunderhide_packmate_summon_01_01"	"<i>Expiration mugissante</i>"
"DCG_VO_thunderhide_packmate_summon_01_02"	"<i>Rugissement grave</i>"
"DCG_VO_thunderhide_packmate_summon_01_03"	"<i>Expiration mugissante</i>"
"DCG_VO_thunderhide_packmate_summon_01_04"	"<i>Expiration mugissante</i>"
"DCG_VO_thunderhide_packmate_summon_03_01"	"<i>Puissant rugissement</i>"
"DCG_VO_thunderhide_packmate_summon_03_02"	"<i>Puissant rugissement</i>"
"DCG_VO_thunderhide_packmate_summon_03_03"	"<i>Puissant rugissement</i>"
"DCG_VO_thunderhide_packmate_healed_01_01"	"<i>Soupir de satisfaction</i>"
"DCG_VO_thunderhide_packmate_healed_01_02"	"<i>Soupir de satisfaction</i>"
"DCG_VO_thunderhide_packmate_healed_01_03"	"<i>Soupir de satisfaction</i>"
"DCG_VO_thunderhide_packmate_healed_01_04"	"<i>Soupir de satisfaction</i>"
"DCG_VO_thunderhide_packmate_summon_03"	"<i>Puissant rugissement</i>"
"DCG_VO_thunderhide_packmate_healed_01"	"<i>Soupir d'apaisement</i>"
"DCG_VO_thunderhide_packmate_healed_02"	"<i>Soupir d'apaisement</i>"
"DCG_VO_thunderhide_packmate_healed_03"	"<i>Soupir d'apaisement</i>"
"DCG_VO_thunderhide_packmate_death_01"	"<i>Cris</i>"
"DCG_VO_thunderhide_alpha_summon_01_01"	"<i>Rugissement assourdissant</i>"
"DCG_VO_thunderhide_alpha_summon_01_02"	"<i>Rugissement assourdissant</i>"
"DCG_VO_thunderhide_alpha_summon_01_04"	"<i>Rugissement assourdissant</i>"
"DCG_VO_thunderhide_alpha_summon_02_01"	"<i>Rugissement à faire trembler les cieux</i>"
"DCG_VO_thunderhide_alpha_summon_02_02"	"<i>Rugissement à faire trembler les cieux</i>"
"DCG_VO_thunderhide_alpha_summon_02_03"	"<i>Rugissement à faire trembler les cieux</i>"
"DCG_VO_thunderhide_alpha_summon_02_04"	"<i>Rugissement à faire trembler les cieux</i>"
"DCG_VO_thunderhide_alpha_healed_01_01"	"<i>Soupir de satisfaction</i>"
"DCG_VO_thunderhide_alpha_healed_01_02"	"<i>Soupir de satisfaction</i>"
"DCG_VO_thunderhide_alpha_healed_01_03"	"<i>Soupir de satisfaction</i>"
"DCG_VO_thunderhide_alpha_healed_01_04"	"<i>Soupir de satisfaction</i>"
"DCG_VO_thunderhide_alpha_death_01"	"<i>Cris</i>"
"DCG_VO_plague_ward_hiss_02"		"<i>Sifflement malveillant</i>"
"DCG_VO_plague_ward_pain_01"		"<i>Grimace de douleur</i>"
"DCG_VO_plague_ward_pain_08"		"<i>Grimace de dégoût</i>"
"DCG_VO_loyal_boar_summon_01_01"	"<i>Grognement menaçant</i>"
"DCG_VO_loyal_boar_summon_01_02"	"<i>Grognement menaçant</i>"
"DCG_VO_loyal_boar_summon_01_03"	"<i>Grognement menaçant</i>"
"DCG_VO_loyal_boar_healed_01_03"	"<i>Soupir de satisfaction</i>"
"DCG_VO_loyal_boar_healed_02_01"	"<i>Soupir de satisfaction</i>"
"DCG_VO_loyal_boar_healed_02_02"	"<i>Soupir de satisfaction</i>"
"DCG_VO_loyal_boar_death_01"	"<i>Cris</i>"
"DCG_VO_rampaging_hellbear_summon_02_05"	"<i>Mécontentement latent</i>"
"DCG_VO_rampaging_hellbear_summon_03_01"	"<i>Grognement de prédateur</i>"
"DCG_VO_rampaging_hellbear_summon_03_02"	"<i>Grognement de prédateur</i>"
"DCG_VO_rampaging_hellbear_summon_03_03"	"<i>Grognement de prédateur</i>"
"DCG_VO_rampaging_hellbear_summon_03_04"	"<i>Grognement de prédateur</i>"
"DCG_VO_rampaging_hellbear_summon_03_05"	"<i>Grognement de prédateur</i>"
"DCG_VO_rampaging_hellbear_summon_02"	"<i>Avertissement hostile</i>"
"DCG_VO_rampaging_hellbear_summon_03"	"<i>Puissant rugissement</i>"
"DCG_VO_rampaging_hellbear_healed_01_01"	"<i>Soupir de satisfaction</i>"
"DCG_VO_rampaging_hellbear_healed_01_02"	"<i>Soupir de satisfaction</i>"
"DCG_VO_rampaging_hellbear_healed_01_03"	"<i>Soupir de satisfaction</i>"
"DCG_VO_rampaging_hellbear_death_01"	"<i>Cris</i>"
"DCG_VO_hellbear_crippler_summon_02_01"	"<i>Grognement</i>"
"DCG_VO_hellbear_crippler_summon_03_01"	"<i>Grognement menaçant</i>"
"DCG_VO_hellbear_crippler_summon_03_03"	"<i>Grognement menaçant</i>"
"DCG_VO_hellbear_crippler_healed_01_03"	"<i>Soupir de satisfaction</i>"
"DCG_VO_hellbear_crippler_healed_01_04"	"<i>Soupir de satisfaction</i>"
"DCG_VO_hellbear_crippler_death_01"	"<i>Cris</i>"
"DCG_VO_savage_wolf_growls_01"	"<i>Grognements</i>"
"DCG_VO_savage_wolf_growls_02"	"<i>Grognements</i>"
"DCG_VO_savage_wolf_growls_03"	"<i>Grognements</i>"
"DCG_VO_savage_wolf_growls_04"	"<i>Grognements</i>"
"DCG_VO_savage_wolf_growls_05"	"<i>Grognements</i>"
"DCG_VO_savage_wolf_growls_06"	"<i>Grognements</i>"
"DCG_VO_savage_wolf_growls_07"	"<i>Grognements</i>"
"DCG_VO_savage_wolf_growls_12"	"<i>Gémissement de douleur</i>"
"DCG_VO_savage_wolf_death_01"	"<i>Cris</i>"
"DCG_VO_hound_of_war_summon_01_03"	"<i>Aboiement agressif</i>"
"DCG_VO_hound_of_war_summon_01_04"	"<i>Aboiement agressif</i>"
"DCG_VO_hound_of_war_summon_03_02"	"<i>Grognements violents</i>"
"DCG_VO_hound_of_war_death_01"	"<i>Cris</i>"
"DCG_VO_blood_golem_intro"	"Le prix a été payé. J'obéis. Je me bats. Je tue."
"DCG_VO_blood_golem_summon_01"	"Oui, maître."
"DCG_VO_blood_golem_summon_02"	"À votre service."
"DCG_VO_blood_golem_summon_03"	"Meurs."
"DCG_VO_blood_golem_ancient_attack_01"	"<i>Rugissements</i>"
"DCG_VO_blood_golem_ancient_attack_02"	"<i>Rugissements</i>"
"DCG_VO_blood_golem_ancient_protect_01"	"Protéger."
"DCG_VO_blood_golem_ancient_protect_02"	"Défendre."
"DCG_VO_blood_golem_healed_01"	"Ahhhhh"
"DCG_VO_blood_golem_healed_02"	"<i>Ahhhh de contentement</i>"
"DCG_VO_blood_golem_healed_03"	"<i>Ahhhh de contentement</i>"
"DCG_VO_blood_golem_death_01"	"<i>Cris</i>"
"DCG_VO_prowler_vanguard_intro"	"J'ignore pourquoi l'enfant est importante... Tout ce que je sais, c'est que nous devons la protéger et nous ne décevrons pas le chamane."
"DCG_VO_prowler_vanguard_summon_01"	"Je suis là pour protéger."
"DCG_VO_prowler_vanguard_summon_02"	"Reste à mes côtés."
"DCG_VO_prowler_vanguard_summon_03"	"Je suis prêt à tout..."
"DCG_VO_prowler_vanguard_ancient_attack_01"	"Je suis là pour aider !"
"DCG_VO_prowler_vanguard_ancient_attack_02"	"Qu'est-ce que tu veux que je fasse ?"
"DCG_VO_prowler_vanguard_ancient_protect_01"	"Je tiendrai bon."
"DCG_VO_prowler_vanguard_ancient_protect_02"	"Je ne les laisserai pas passer."
"DCG_VO_prowler_vanguard_ancient_both_01"	"Je donnerai ma vie pour la victoire."
"DCG_VO_prowler_vanguard_ancient_both_02"	"On ne peut pas abandonner !"
"DCG_VO_prowler_vanguard_hero_friend_01"	"L'enfant est en sécurité avec nous."
"DCG_VO_prowler_vanguard_hero_friend_02"	"Dis-nous ce qu'il te faut, chamane."
"DCG_VO_prowler_vanguard_hero_friend_03"	"Tu as bien fait de te fier aux rôdeurs..."
"DCG_VO_prowler_vanguard_hero_rival_01"	"Les Anciens ne sont pas les bienvenus ici !"
"DCG_VO_prowler_vanguard_hero_rival_02"	"Que vas-tu me faire, Viper ?"
"DCG_VO_prowler_vanguard_hero_rival_03"	"La Brume rouge n'a rien à faire ici !"
"DCG_VO_prowler_vanguard_unique_01"	"Nous ne laisserons passer personne..."
"DCG_VO_prowler_vanguard_unique_02"	"C'est un honneur de combattre à tes côtés."
"DCG_VO_prowler_vanguard_unique_03"	"Ils ne vont pas nous faire bouger d'un pouce..."
"DCG_VO_prowler_vanguard_unique_04"	"Tu es en sécurité avec moi, Enchanteresse..."
"DCG_VO_prowler_vanguard_unique_05"	"Nous travaillons bien ensemble, Lycanthrope."
"DCG_VO_prowler_vanguard_unique_06"	"Merci pour ton aide, Lycan."
"DCG_VO_prowler_vanguard_unique_07"	"Je vais te protéger, Luna."
"DCG_VO_prowler_vanguard_unique_08"	"Je te ferai gagner autant de temps que possible."
"DCG_VO_prowler_vanguard_healed_01"	"Aaah"
"DCG_VO_prowler_vanguard_healed_02"	"Merci."
"DCG_VO_prowler_vanguard_healed_03"	"Merci de t'occuper de moi."
"DCG_VO_prowler_vanguard_death_01"	"<i>Cris</i>"
"DCG_VO_troll_soothsayer_intro"	"La horde de la Brume rouge n'est que le commencement. Une autre force arrive. Je l'ai senti dans le vent et je l'ai vu dans les os. Quelque chose de sombre. De séduisant. De démoniaque. Si nous ne nous préparons pas à son arrivée, elle nous consumera tous."
"DCG_VO_troll_soothsayer_summon_01"	"Des heures sombres approchent..."
"DCG_VO_troll_soothsayer_summon_02"	"Je sais ce que recèle ton futur..."
"DCG_VO_troll_soothsayer_summon_03"	"Je viens apporter la sagesse..."
"DCG_VO_troll_soothsayer_ancient_attack_01"	"La fin est proche..."
"DCG_VO_troll_soothsayer_ancient_attack_02"	"Je vois la victoire dans notre futur..."
"DCG_VO_troll_soothsayer_ancient_protect_01"	"Les os nous diront quoi faire..."
"DCG_VO_troll_soothsayer_ancient_protect_02"	"Je vais consulter les ossements..."
"DCG_VO_troll_soothsayer_ancient_both_01"	"Le futur est... malléable."
"DCG_VO_troll_soothsayer_ancient_both_02"	"Les dieux nous mettent à l'épreuve... Nous ne devons pas échouer."
"DCG_VO_troll_soothsayer_hero_friend_01"	"Je suis à votre service, mon chef."
"DCG_VO_troll_soothsayer_hero_friend_03"	"Tu suis un chemin dangereux, Rix. Fais attention."
"DCG_VO_troll_soothsayer_hero_rival_01"	"Ton règne va prendre fin, chef..."
"DCG_VO_troll_soothsayer_hero_rival_02"	"Rix... Je vais te sauver de toi-même."
"DCG_VO_troll_soothsayer_hero_rival_03"	"Tu salis ce lieu par ta présence, Démon de l'ombre !"
"DCG_VO_troll_soothsayer_unique_01"	"Protège-moi, Enchanteresse, et tu seras récompensée."
"DCG_VO_troll_soothsayer_unique_02"	"Tréant... Ensemble, nous accomplirons de grandes choses."
"DCG_VO_troll_soothsayer_unique_03"	"Ne me tue pas, Mage-liche, j'ai plus de valeur pour toi si je suis en vie."
"DCG_VO_troll_soothsayer_unique_08"	"Protège-moi et je te montrerai l'avenir."
"DCG_VO_troll_soothsayer_healed_01"	"Aaah"
"DCG_VO_troll_soothsayer_healed_02"	"Je savais que mon moment n'était pas venu..."
"DCG_VO_troll_soothsayer_healed_03"	"J'ai vu ta bienveillance dans les os."
"DCG_VO_troll_soothsayer_death_01"	"<i>Cris</i>"
"DCG_VO_roseleaf_rejuvinator_intro"	"Les Tréants de Rosefoliole et les Vhouls ont vécu en paix pendant des générations. Mais aujourd'hui, des intrus ont fait de notre foyer un champ de bataille. Nous avons appelé nos cousins du Vallon du présage. Les Vhouls doivent être protégés... Et ceux qui souillent ce lieu doivent être détruits."
"DCG_VO_roseleaf_rejuvinator_summon_01"	"Ta délivrance est proche."
"DCG_VO_roseleaf_rejuvinator_summon_02"	"Je te protégerai."
"DCG_VO_roseleaf_rejuvinator_summon_03"	"Nous protégerons les faibles."
"DCG_VO_roseleaf_rejuvinator_ancient_attack_01"	"Ce n'est qu'une question de temps avant qu'ils ne succombent."
"DCG_VO_roseleaf_rejuvinator_ancient_attack_02"	"C'est le moment !"
"DCG_VO_roseleaf_rejuvinator_ancient_protect_01"	"L'Ancien ne tombera pas !"
"DCG_VO_roseleaf_rejuvinator_ancient_protect_02"	"Voici venir le salut."
"DCG_VO_roseleaf_rejuvinator_ancient_both_01"	"Ensemble, nous leur ferons face !"
"DCG_VO_roseleaf_rejuvinator_ancient_both_02"	"Ce lieu est sous ma protection !"
"DCG_VO_roseleaf_rejuvinator_hero_friend_01"	"C'est un honneur d'être à tes côtés, Sylverbe..."
"DCG_VO_roseleaf_rejuvinator_hero_friend_02"	"Ensemble, nous protégerons cette forêt."
"DCG_VO_roseleaf_rejuvinator_hero_friend_03"	"Il est temps de régler leur compte à ces intrus."
"DCG_VO_roseleaf_rejuvinator_hero_rival_01"	"Ça fait longtemps que j'attends ce moment, Déboiseur..."
"DCG_VO_roseleaf_rejuvinator_hero_rival_02"	"Les Keens ne sont pas les bienvenus ici !"
"DCG_VO_roseleaf_rejuvinator_hero_rival_03"	"Tu vas devoir répondre de tes actes, Déboiseur..."
"DCG_VO_roseleaf_rejuvinator_unique_01"	"Salutations, mon frère."
"DCG_VO_roseleaf_rejuvinator_unique_02"	"Les Vhouls sont sous notre protection."
"DCG_VO_roseleaf_rejuvinator_unique_03"	"Tu es détestable, Mazzie... Et pourtant étrangement attachant."
"DCG_VO_roseleaf_rejuvinator_unique_04"	"Tu as de nombreuses fautes à expier, Déboiseur..."
"DCG_VO_roseleaf_rejuvinator_unique_05"	"C'est une alliance temporaire, Rizzrack..."
"DCG_VO_roseleaf_rejuvinator_unique_06"	"Sylverbe, est-il sage de faire confiance aux Keens ?"
"DCG_VO_roseleaf_rejuvinator_unique_07"	"Fais attention, Sylverbe, Déboiseur n'hésitera pas à nous trahir."
"DCG_VO_roseleaf_rejuvinator_unique_08"	"Tu défends une noble cause, Rix."
"DCG_VO_roseleaf_rejuvinator_healed_01"	"Aaah"
"DCG_VO_roseleaf_rejuvinator_healed_02"	"Merci."
"DCG_VO_roseleaf_rejuvinator_healed_03"	"Je me sens renouvelé."
"DCG_VO_roseleaf_rejuvinator_death_01"	"<i>Cris</i>"
"DCG_VO_roseleaf_rejuvinator_undead_moan_01"	"<i>Gémissement</i>"
"DCG_VO_roseleaf_rejuvinator_undead_anger_01"	"<i>Grognement</i>"
"DCG_VO_champion_of_the_ancient_intro"	"Mon peuple a mis sa vie au service de l'Ancien... Nous nous sommes offerts, telle une marée de chair protégeant l'Éclat de Kanna et des hérétiques de l'Obscur. Grâce à la bénédiction de l'Éclat, je deviens la vague déferlante de cette marée... Et l'Obscur a désormais quelque chose à craindre."
"DCG_VO_champion_of_the_ancient_summon_01"	"Admire la puissance de l'Ancien !"
"DCG_VO_champion_of_the_ancient_summon_02"	"Je suis au service de l'Ancien !"
"DCG_VO_champion_of_the_ancient_summon_03"	"La volonté de l'Éclat est absolue."
"DCG_VO_champion_of_the_ancient_ancient_attack_01"	"Ton Ancien va tomber !"
"DCG_VO_champion_of_the_ancient_ancient_attack_02"	"Détruisons l'Ancien !"
"DCG_VO_champion_of_the_ancient_ancient_protect_01"	"Je protégerai l'Ancien à tout prix."
"DCG_VO_champion_of_the_ancient_ancient_protect_02"	"Je m'en occupe..."
"DCG_VO_champion_of_the_ancient_ancient_both_01"	"Pour l'Ancien !"
"DCG_VO_champion_of_the_ancient_ancient_both_02"	"Aux ordres de l'Ancien..."
"DCG_VO_champion_of_the_ancient_hero_friend_01"	"Qu'est-ce qu'il te faut, Prellex..."
"DCG_VO_champion_of_the_ancient_hero_friend_02"	"Merci pour ta bénédiction, Prellex..."
"DCG_VO_champion_of_the_ancient_hero_friend_03"	"Pour l'Éclat !"
"DCG_VO_champion_of_the_ancient_hero_rival_01"	"Tu es une hérétique, Kanna..."
"DCG_VO_champion_of_the_ancient_hero_rival_02"	"Tu vas payer pour avoir tourné le dos à l'Éclat..."
"DCG_VO_champion_of_the_ancient_hero_rival_03"	"Prellex est prêt à pardonner... Pas moi."
"DCG_VO_champion_of_the_ancient_unique_01"	"J'ai vu le pouvoir de l'Obscur."
"DCG_VO_champion_of_the_ancient_unique_02"	"J'obéirai, Kanna."
"DCG_VO_champion_of_the_ancient_unique_03"	"J'ai vu ton pouvoir, Kanna... Tu es la seule à pouvoir nous diriger."
"DCG_VO_champion_of_the_ancient_unique_04"	"Admirez la puissance de l'Éclat !"
"DCG_VO_champion_of_the_ancient_unique_05"	"Je tiendrai bon !"
"DCG_VO_champion_of_the_ancient_unique_06"	"Je ne les laisserai pas passer."
"DCG_VO_champion_of_the_ancient_unique_07"	"Tu avais besoin de moi pour ça ?"
"DCG_VO_champion_of_the_ancient_unique_08"	"Ce n'est qu'une infime partie de mon pouvoir..."
"DCG_VO_champion_of_the_ancient_healed_01"	"Aaah"
"DCG_VO_champion_of_the_ancient_healed_02"	"Que l'Ancien vous bénisse."
"DCG_VO_champion_of_the_ancient_healed_03"	"Je te suis redevable."
"DCG_VO_champion_of_the_ancient_death_01"	"<i>Cris</i>"
"DCG_VO_champion_of_the_ancient_undead_moan_01"	"<i>Gémissements</i>"
"DCG_VO_champion_of_the_ancient_undead_anger_01"	"<i>Rugissements</i>"
"DCG_VO_red_mist_pillager_intro"	"La Légion de bronze pense pouvoir nous arrêter à Rosefoliole, mais elle montre déjà ses faiblesses. Tresdin a perdu la tête si elle pense pouvoir affronter à la fois la rébellion de Rix et la Brume rouge. Non. Pierrefort tombera. Ce n'est qu'une question de temps."
"DCG_VO_red_mist_pillager_summon_01"	"Avec moi, mes frères !"
"DCG_VO_red_mist_pillager_summon_02"	"Cette victoire est à nous..."
"DCG_VO_red_mist_pillager_summon_03"	"D'autres viendront après moi..."
"DCG_VO_red_mist_pillager_ancient_attack_01"	"<i>Rire hystérique</i>"
"DCG_VO_red_mist_pillager_ancient_attack_02"	"Ça va être trop facile..."
"DCG_VO_red_mist_pillager_ancient_protect_01"	"Très bientôt nous serons plus nombreux..."
"DCG_VO_red_mist_pillager_ancient_protect_02"	"Prenons la tour d'assaut !"
"DCG_VO_red_mist_pillager_ancient_both_01"	"Tu n'as aucune chance contre la Brume rouge..."
"DCG_VO_red_mist_pillager_ancient_both_02"	"Nous pouvons encore percer leurs défenses..."
"DCG_VO_red_mist_pillager_hero_friend_01"	"C'est une belle journée pour la guerre, ma Khan..."
"DCG_VO_red_mist_pillager_hero_friend_02"	"Sous ton commandement, nous ne pouvons pas échouer."
"DCG_VO_red_mist_pillager_hero_friend_03"	"Nous soutenons notre frère Oglodi..."
"DCG_VO_red_mist_pillager_hero_rival_01"	"Mort à la Légion de bronze !"
"DCG_VO_red_mist_pillager_hero_rival_02"	"Nous allons démolir Pierrefort !"
"DCG_VO_red_mist_pillager_hero_rival_03"	"Pierrefort doit tomber !"
"DCG_VO_red_mist_pillager_faction_ally_01"	"La Brume rouge est en marche !"
"DCG_VO_red_mist_pillager_faction_ally_02"	"La puissance de la Brume rouge est inégalée !"
"DCG_VO_red_mist_pillager_faction_ally_03"	"Nul ne peut se dresser contre la Brume rouge !"
"DCG_VO_red_mist_pillager_unique_01"	"Tu as trahi la Brume rouge, Découpeur..."
"DCG_VO_red_mist_pillager_unique_02"	"Nous vivons des moments étranges, Commandante..."
"DCG_VO_red_mist_pillager_unique_03"	"La Brume rouge soutient ta révolution, Rix..."
"DCG_VO_red_mist_pillager_unique_04"	"Avec vous deux ensemble, rien ne peut nous arrêter !"
"DCG_VO_red_mist_pillager_unique_05"	"Je suis désolé Sorla... Tu n'as pas la stature pour être Khan..."
