"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"Pierpont e eu discordamos em muitas coisas, mas ele teve a sabedoria de reconhecer os perigos de enfurecer o Vazio Sem Rosto. O Tratado de Claszureme não me anima muito, a cronomancia era bem divertida. Mas sabe o que também é legal? Não destruírem a sua linha temporal."
"DCG_VO_savage_wolf_growls_05"	"<i>Grunhido</i>"
"DCG_VO_savage_wolf_growls_06"	"<i>Grunhido</i>"
"DCG_VO_savage_wolf_growls_07"	"<i>Grunhido</i>"
"DCG_VO_savage_wolf_growls_12"	"<i>Ganido de dor</i>"
"DCG_VO_savage_wolf_death_01"	"<i>Grito</i>"
"DCG_VO_hound_of_war_summon_01_03"	"<i>Latido agressivo</i>"
"DCG_VO_hound_of_war_summon_01_04"	"<i>Latido agressivo</i>"
"DCG_VO_hound_of_war_summon_03_02"	"<i>Grunhido violento</i>"
"DCG_VO_hound_of_war_death_01"	"<i>Grito</i>"
"DCG_VO_blood_golem_intro"	"O preço foi pago. Eu obedeço. Eu luto. Eu mato.  "
"DCG_VO_blood_golem_summon_01"	"Sim, mestre."
"DCG_VO_blood_golem_summon_02"	"Eu sirvo."
"DCG_VO_blood_golem_summon_03"	"Morra."
"DCG_VO_blood_golem_ancient_attack_01"	"<i>Rugido</i>"
"DCG_VO_blood_golem_ancient_attack_02"	"<i>Rugido</i>"
"DCG_VO_blood_golem_ancient_protect_01"	"Proteger."
"DCG_VO_blood_golem_ancient_protect_02"	"Defender."
"DCG_VO_blood_golem_healed_01"	"Ahhhhh."
"DCG_VO_blood_golem_healed_02"	"<i>Ahhhh.</i>"
"DCG_VO_blood_golem_healed_03"	"<i>Ahhhh.</i>"
"DCG_VO_blood_golem_death_01"	"<i>Grito</i>"
"DCG_VO_prowler_vanguard_intro"	"Não sei por que a criança é importante... só sei que fomos incumbidos de protegê-la. Não decepcionaremos o Xamã."
"DCG_VO_prowler_vanguard_summon_01"	"Estou aqui para proteger."
"DCG_VO_prowler_vanguard_summon_02"	"Fique ao meu lado."
"DCG_VO_prowler_vanguard_summon_03"	"Estou pronto para qualquer coisa..."
"DCG_VO_prowler_vanguard_ancient_attack_01"	"Estou aqui para ajudar!"
"DCG_VO_prowler_vanguard_ancient_attack_02"	"O que você precisa de mim?"
"DCG_VO_prowler_vanguard_ancient_protect_01"	"Impedirei que avancem."
"DCG_VO_prowler_vanguard_ancient_protect_02"	"Não vão passar por mim."
"DCG_VO_prowler_vanguard_ancient_both_01"	"Darei a minha vida pela vitória."
"DCG_VO_prowler_vanguard_ancient_both_02"	"Não vamos desistir!"
"DCG_VO_prowler_vanguard_hero_friend_01"	"A menina está segura conosco."
"DCG_VO_prowler_vanguard_hero_friend_02"	"Diga-nos o que precisa, Xamã..."
"DCG_VO_prowler_vanguard_hero_friend_03"	"A sua decisão de confiar nos gatunos foi sábia..."
"DCG_VO_prowler_vanguard_hero_rival_01"	"Os Ancestrais não são bem-vindos aqui!"
"DCG_VO_prowler_vanguard_hero_rival_02"	"O que fará comigo, Víbora?"
"DCG_VO_prowler_vanguard_hero_rival_03"	"A Névoa Vermelha não tem lugar aqui!"
"DCG_VO_prowler_vanguard_unique_01"	"Ninguém passará por nós..."
"DCG_VO_prowler_vanguard_unique_02"	"É uma honra lutar ao seu lado."
"DCG_VO_prowler_vanguard_unique_03"	"Eles não nos farão recuar..."
"DCG_VO_prowler_vanguard_unique_04"	"Você está segura comigo, Encantadora..."
"DCG_VO_prowler_vanguard_unique_05"	"Nós trabalhamos bem juntos, Lican."
"DCG_VO_prowler_vanguard_unique_06"	"Obrigado pela ajuda, Lican..."
"DCG_VO_prowler_vanguard_unique_07"	"Eu te protegerei, Luna."
"DCG_VO_prowler_vanguard_unique_08"	"Ganharei o máximo de tempo que conseguir."
"DCG_VO_prowler_vanguard_healed_01"	"Ahhh."
"DCG_VO_prowler_vanguard_healed_02"	"Obrigado."
"DCG_VO_prowler_vanguard_healed_03"	"Obrigado por cuidar de mim."
"DCG_VO_prowler_vanguard_death_01"	"<i>Grito</i>"
"DCG_VO_troll_soothsayer_intro"	"A horda da Névoa Vermelha é só o começo. Outra força se aproxima. Eu senti no vento e vi nos ossos. Algo sombrio. Algo sedutor. Algo maligno. Se não nos prepararmos para essa força que virá, ela com certeza consumirá todos nós."
"DCG_VO_troll_soothsayer_summon_01"	"Tempos sombrios se aproximam..."
"DCG_VO_troll_soothsayer_summon_02"	"Eu sei o que o seu futuro reserva."
"DCG_VO_troll_soothsayer_summon_03"	"Eu vim lhe trazer sabedoria..."
"DCG_VO_troll_soothsayer_ancient_attack_01"	"O fim está próximo..."
"DCG_VO_troll_soothsayer_ancient_attack_02"	"Eu vislumbro a vitória no nosso futuro..."
"DCG_VO_troll_soothsayer_ancient_protect_01"	"Os ossos nos dirão o que fazer..."
"DCG_VO_troll_soothsayer_ancient_protect_02"	"Consultarei os ossos..."
"DCG_VO_troll_soothsayer_ancient_both_01"	"O futuro é... maleável."
"DCG_VO_troll_soothsayer_ancient_both_02"	"Estamos sendo testados pelos deuses... Não podemos fracassar."
"DCG_VO_troll_soothsayer_hero_friend_01"	"Eu estou aos seus serviços, meu Chefe."
"DCG_VO_troll_soothsayer_hero_friend_03"	"Você trilha um caminho perigoso, Rix. Tome cuidado."
"DCG_VO_troll_soothsayer_hero_rival_01"	"É hora da sua liderança terminar, Chefe!"
"DCG_VO_troll_soothsayer_hero_rival_02"	"Rix... eu vou salvá-lo de si mesmo."
"DCG_VO_troll_soothsayer_hero_rival_03"	"Você profana este lugar com a sua presença, Terror das Sombras!"
"DCG_VO_troll_soothsayer_unique_01"	"Proteja-me, Encantadora. Você será recompensada."
"DCG_VO_troll_soothsayer_unique_02"	"Arvoroso, realizaremos feitos grandiosos juntos..."
"DCG_VO_troll_soothsayer_unique_03"	"Não me mate, Lich. Eu valho mais para você viva."
"DCG_VO_troll_soothsayer_unique_08"	"Se você me proteger, eu lhe mostro o futuro."
"DCG_VO_troll_soothsayer_healed_01"	"Ahhh."
"DCG_VO_troll_soothsayer_healed_02"	"Eu sabia que ainda não era a minha hora."
"DCG_VO_troll_soothsayer_healed_03"	"Eu previ nos ossos a sua misericórdia."
"DCG_VO_troll_soothsayer_death_01"	"<i>Grito</i>"
"DCG_VO_roseleaf_rejuvinator_intro"	"Os arvorosos de Petalosa conviveram em paz com os vhoul por gerações. Agora, intrusos transformaram o nosso lar em um campo de batalha. Nós convocamos os nossos primos do Vale do Augúrio, afinal os vhoul devem ser protegidos... Aqueles que almejam saquear este lugar devem ser destruídos."
"DCG_VO_roseleaf_rejuvinator_summon_01"	"A sua salvação está próxima."
"DCG_VO_roseleaf_rejuvinator_summon_02"	"Eu protegerei você."
"DCG_VO_roseleaf_rejuvinator_summon_03"	"Protegeremos os fracos."
"DCG_VO_roseleaf_rejuvinator_ancient_attack_01"	"A queda deles é só uma questão de tempo."
"DCG_VO_roseleaf_rejuvinator_ancient_attack_02"	"É a nossa hora!"
"DCG_VO_roseleaf_rejuvinator_ancient_protect_01"	"O Ancestral não cairá!"
"DCG_VO_roseleaf_rejuvinator_ancient_protect_02"	"A salvação chegou."
"DCG_VO_roseleaf_rejuvinator_ancient_both_01"	"Juntos, permaneceremos de pé!"
"DCG_VO_roseleaf_rejuvinator_ancient_both_02"	"Este lugar está sob a minha proteção!"
"DCG_VO_roseleaf_rejuvinator_hero_friend_01"	"É uma honra lutar ao seu lado, Rooftrellen..."
"DCG_VO_roseleaf_rejuvinator_hero_friend_02"	"Juntos, protegeremos a floresta..."
"DCG_VO_roseleaf_rejuvinator_hero_friend_03"	"Hora de cuidar dos intrusos."
"DCG_VO_roseleaf_rejuvinator_hero_rival_01"	"Eu esperei muito por este momento, Serrote..."
"DCG_VO_roseleaf_rejuvinator_hero_rival_02"	"Os keen não são bem-vindos aqui!"
"DCG_VO_roseleaf_rejuvinator_hero_rival_03"	"Você vai pagar pelo que fez, Serrote..."
"DCG_VO_roseleaf_rejuvinator_unique_01"	"Saudações, irmão."
"DCG_VO_roseleaf_rejuvinator_unique_02"	"Os vhoul estão sob a nossa proteção."
"DCG_VO_roseleaf_rejuvinator_unique_03"	"Você é intragável, Mazzie... e, ao mesmo tempo, estranhamente amável."
"DCG_VO_roseleaf_rejuvinator_unique_04"	"Você tem muito a reparar, Serrote..."
"DCG_VO_roseleaf_rejuvinator_unique_05"	"É só uma aliança temporária, Rizzrack..."
"DCG_VO_roseleaf_rejuvinator_unique_06"	"Rooftrellen, é prudente confiar nos keen?"
"DCG_VO_roseleaf_rejuvinator_unique_07"	"Tome cuidado, Rooftrellen. O Serrote não pensará duas vezes antes de nos trair."
"DCG_VO_roseleaf_rejuvinator_unique_08"	"A sua causa é nobre, Rix."
"DCG_VO_roseleaf_rejuvinator_healed_01"	"Ahhh."
"DCG_VO_roseleaf_rejuvinator_healed_02"	"Obrigado."
"DCG_VO_roseleaf_rejuvinator_healed_03"	"Eu me sinto renovado."
"DCG_VO_roseleaf_rejuvinator_death_01"	"<i>Grito</i>"
"DCG_VO_roseleaf_rejuvinator_undead_moan_01"	"<i>Gemido</i>"
"DCG_VO_roseleaf_rejuvinator_undead_anger_01"	"<i>Rosnado</i>"
"DCG_VO_champion_of_the_ancient_intro"	"O meu povo dedicou a sua a vida para servir o Ancestral... nos oferecendo para ser uma barreira viva para proteger os Iluminados da ameaça de Kanna e os seus Temidos hereges. Graças à bênção dos Iluminados, eu me tornei a força dessa onda... e ensinarei os Temidos a temer."
"DCG_VO_champion_of_the_ancient_summon_01"	"Sinta o poder do Ancestral!"
"DCG_VO_champion_of_the_ancient_summon_02"	"Eu sirvo o Ancestral!"
"DCG_VO_champion_of_the_ancient_summon_03"	"A determinação dos Iluminados é absoluta."
"DCG_VO_champion_of_the_ancient_ancient_attack_01"	"O seu Ancestral cairá!"
"DCG_VO_champion_of_the_ancient_ancient_attack_02"	"Destruam o Ancestral!"
"DCG_VO_champion_of_the_ancient_ancient_protect_01"	"Protegerei o Ancestral a qualquer custo."
"DCG_VO_champion_of_the_ancient_ancient_protect_02"	"Eu cuido disso..."
"DCG_VO_champion_of_the_ancient_ancient_both_01"	"Pelo Ancestral!"
"DCG_VO_champion_of_the_ancient_ancient_both_02"	"Às ordens dos Ancestrais..."
"DCG_VO_champion_of_the_ancient_hero_friend_01"	"O que você precisa de mim, Prellex?"
"DCG_VO_champion_of_the_ancient_hero_friend_02"	"Eu agradeço a sua bênção, Prellex..."
"DCG_VO_champion_of_the_ancient_hero_friend_03"	"Pelos Iluminados!"
"DCG_VO_champion_of_the_ancient_hero_rival_01"	"Você é uma herege, Kanna..."
"DCG_VO_champion_of_the_ancient_hero_rival_02"	"Você vai pagar caro por se voltar contra os Iluminados..."
"DCG_VO_champion_of_the_ancient_hero_rival_03"	"Prellex está disposta a perdoar... eu, não."
"DCG_VO_champion_of_the_ancient_unique_01"	"Eu vi do que os Temidos são capazes."
"DCG_VO_champion_of_the_ancient_unique_02"	"Eu obedecerei, Kanna."
"DCG_VO_champion_of_the_ancient_unique_03"	"Eu vi o seu poder, Kanna... Só você é capaz de liderar."
"DCG_VO_champion_of_the_ancient_unique_04"	"Contemple o poder dos Iluminados!"
"DCG_VO_champion_of_the_ancient_unique_05"	"Eu impedirei que avancem!"
"DCG_VO_champion_of_the_ancient_unique_06"	"Não vão passar por mim!"
"DCG_VO_champion_of_the_ancient_unique_07"	"Você precisava de mim para isso?"
"DCG_VO_champion_of_the_ancient_unique_08"	"Apenas uma amostra do meu poder..."
"DCG_VO_champion_of_the_ancient_healed_01"	"Ahhh."
"DCG_VO_champion_of_the_ancient_healed_02"	"Muitas bênçãos para você."
"DCG_VO_champion_of_the_ancient_healed_03"	"Te devo uma."
"DCG_VO_champion_of_the_ancient_death_01"	"<i>Grito</i>"
"DCG_VO_champion_of_the_ancient_undead_moan_01"	"<i>Gemido</i>"
"DCG_VO_champion_of_the_ancient_undead_anger_01"	"<i>Rugido</i>"
"DCG_VO_red_mist_pillager_intro"	"A Legião de Bronze acha que pode deter a gente em Petalosa, mas já dá para ver que não vai ser tão simples. Tresdin está delirando se acha que pode combater a rebelião de Rix e a Névoa Vermelha. Não. O Corredor de Pedra vai sucumbir. É só questão de tempo."
"DCG_VO_red_mist_pillager_summon_01"	"Avante, irmãos!"
"DCG_VO_red_mist_pillager_summon_02"	"A vitória pertence a nós..."
"DCG_VO_red_mist_pillager_summon_03"	"Tô só começando..."
"DCG_VO_red_mist_pillager_ancient_attack_01"	"<i>Gargalhada maníaca</i>"
"DCG_VO_red_mist_pillager_ancient_attack_02"	"Vai ser moleza..."
"DCG_VO_red_mist_pillager_ancient_protect_01"	"Já, já chegam os nossos reforços..."
"DCG_VO_red_mist_pillager_ancient_protect_02"	"Ataquem a torre!"
"DCG_VO_red_mist_pillager_ancient_both_01"	"Vocês não têm chance contra a Névoa Vermelha..."
"DCG_VO_red_mist_pillager_ancient_both_02"	"Ainda dá para derrubar as defesas deles..."
"DCG_VO_red_mist_pillager_hero_friend_01"	"Ótimo dia para guerrear, ó Khan..."
"DCG_VO_red_mist_pillager_hero_friend_02"	"Com você na liderança, o fracasso é impossível."
"DCG_VO_red_mist_pillager_hero_friend_03"	"Lutamos ao lado dos nossos irmãos oglodi..."
"DCG_VO_red_mist_pillager_hero_rival_01"	"Morte à Legião de Bronze!"
"DCG_VO_red_mist_pillager_hero_rival_02"	"Vamos devastar o Corredor de Pedra!"
"DCG_VO_red_mist_pillager_hero_rival_03"	"O Corredor de Pedra precisa cair!"
"DCG_VO_red_mist_pillager_faction_ally_01"	"A Névoa Vermelha avança!"
"DCG_VO_red_mist_pillager_faction_ally_02"	"O poder da Névoa Vermelha é insuperável!"
"DCG_VO_red_mist_pillager_faction_ally_03"	"Ninguém pode deter a Névoa Vermelha!"
"DCG_VO_red_mist_pillager_unique_01"	"Você traiu a Névoa Vermelha, Machado."
"DCG_VO_red_mist_pillager_unique_02"	"São tempos estranhos, Comandante..."
"DCG_VO_red_mist_pillager_unique_03"	"A Névoa Vermelha apoia a sua revolução, Rix..."
"DCG_VO_red_mist_pillager_unique_04"	"Com vocês dois lutando juntos, nada poderá nos deter!"
"DCG_VO_red_mist_pillager_unique_05"	"Sinto muito, Sorla... Você não nasceu para ser Khan..."
"DCG_VO_red_mist_pillager_unique_06"	"Você não tem força para liderar a gente, Sorla!"
"DCG_VO_red_mist_pillager_unique_07"	"Você acha que os vhoul podem nos deter?"
"DCG_VO_red_mist_pillager_unique_08"	"Você não tinha como vencer, Rix..."
"DCG_VO_red_mist_pillager_healed_01"	"Ahhh."
"DCG_VO_red_mist_pillager_healed_02"	"Ótimo."
"DCG_VO_red_mist_pillager_healed_03"	"Valeu."
"DCG_VO_red_mist_pillager_death_01"	"<i>Grito</i>"
"DCG_VO_red_mist_pillager_undead_moan_01"	"<i>Gemido</i>"
"DCG_VO_stonehall_elite_intro"	"A Legião de Bronze é a primeira linha de defesa do Corredor de Pedra. Mas, às vezes, as ameaças à nossa grande nação não vêm de forças externas... elas vêm de dentro. Situações como a traição de Rix são o motivo para Belasanno fundar a elite do Corredor de Pedra. Será privilégio meu acabar com a rebelião."
"DCG_VO_stonehall_elite_summon_01"	"Pela glória do Corredor de Pedra!"
"DCG_VO_stonehall_elite_summon_02"	"Servimos à vontade do Imperador Galânio."
"DCG_VO_stonehall_elite_summon_03"	"Eu restaurarei a ordem."
"DCG_VO_stonehall_elite_ancient_attack_01"	"Acabarei com isso rapidinho."
"DCG_VO_stonehall_elite_ancient_attack_02"	"No futuro, só restará o Corredor de Pedra."
"DCG_VO_stonehall_elite_ancient_protect_01"	"Ninguém passará por mim!"
"DCG_VO_stonehall_elite_ancient_protect_02"	"Defenderei este lugar até o final amargo."
"DCG_VO_stonehall_elite_ancient_both_01"	"É a hora de verdade, não é?"
"DCG_VO_stonehall_elite_ancient_both_02"	"Não podemos fracassar!"
"DCG_VO_stonehall_elite_hero_friend_01"	"Belasanno disse que você precisaria de ajuda, Comandante."
"DCG_VO_stonehall_elite_hero_friend_02"	"As coisas logo estarão nos conformes, Comandante."
"DCG_VO_stonehall_elite_hero_friend_03"	"Vhoul. Névoa Vermelha. Não faz diferença. Quem estiver no caminho da Legião será destruído."
"DCG_VO_stonehall_elite_hero_rival_01"	"Morra por sua traição!"
"DCG_VO_stonehall_elite_hero_rival_02"	"Eu levarei o seu cadáver distorcido para o Corredor de Pedra."
"DCG_VO_stonehall_elite_hero_rival_03"	"Eu não vim pela Névoa Vermelha, mas eu os matarei mesmo assim."
"DCG_VO_stonehall_elite_faction_ally_01"	"Não decepcionaremos o Corredor de Pedra."
"DCG_VO_stonehall_elite_faction_ally_02"	"Quando a Legião se une, ninguém pode nos vencer!"
"DCG_VO_stonehall_elite_faction_ally_03"	"Mostraremos o poder do Corredor de Pedra!"
"DCG_VO_stonehall_elite_unique_01"	"A sua rebelião termina aqui!"
"DCG_VO_stonehall_elite_unique_02"	"Foi você quem pediu."
"DCG_VO_stonehall_elite_unique_03"	"Perdoe-me pelo que fiz ao seu povo, Rix."
"DCG_VO_stonehall_elite_unique_04"	"Depois de ver Petalosa com os meus próprios olhos, como pude massacrar os vhoul?"
"DCG_VO_stonehall_elite_unique_05"	"Ergam o Serpentouro!"
"DCG_VO_stonehall_elite_unique_06"	"Os oglodi não têm lugar aqui."
"DCG_VO_stonehall_elite_unique_07"	"Não deem trégua à Névoa Vermelha!"
"DCG_VO_stonehall_elite_unique_08"	"Você perdeu o controle da situação, Tresdin. Nós restauraremos a ordem."
"DCG_VO_stonehall_elite_healed_01"	"Ahhh."
"DCG_VO_stonehall_elite_healed_02"	"Obrigado."
"DCG_VO_stonehall_elite_healed_03"	"Meus agradecimentos."
"DCG_VO_stonehall_elite_death_01"	"<i>Grito</i>"
"DCG_VO_assassins_shadow_intro"	"Para as mais poderosas da nossa ordem... nem mesmo a morte nos demove do nosso dever sagrado. A comunhão com o Véu Fantasma permite que o nosso espírito siga vivendo, muito depois dos nossos corpos se tornarem pó. O vínculo mortal ficou para trás, e a presença das minhas irmãs me conforta, mas também me distrai do trabalho que devo realizar. Ainda há nomes em minha lista... Só descansarei quando estiverem mortos.  "
"DCG_VO_assassins_shadow_summon_01"	"Eu prefiro trabalhar sozinha."
"DCG_VO_assassins_shadow_summon_02"	"Eu tenho assuntos inacabados."
"DCG_VO_assassins_shadow_summon_03"	"Ninguém faz desfeita a uma Irmã do Véu."
"DCG_VO_assassins_shadow_ancient_attack_01"	"A morte se aproxima."
"DCG_VO_assassins_shadow_ancient_attack_02"	"Eu serei rápida."
"DCG_VO_assassins_shadow_ancient_protect_01"	"Ainda é possível virar o jogo."
"DCG_VO_assassins_shadow_ancient_protect_02"	"A guerra ainda não acabou."
"DCG_VO_assassins_shadow_ancient_both_01"	"Deixa comigo."
"DCG_VO_assassins_shadow_ancient_both_02"	"Em breve estará terminado."
"DCG_VO_assassins_shadow_hero_friend_01"	"Parabéns pelo assassinato em Revtel, irmã."
"DCG_VO_assassins_shadow_hero_friend_02"	"O que você fez com Revtel terá consequências duradouras, Mortred."
"DCG_VO_assassins_shadow_hero_friend_03"	"Diga-me, irmã... como você matou um dos reis comerciantes de Revtel?"
"DCG_VO_assassins_shadow_hero_rival_01"	"Nada pessoal, Tresdin. O seu nome está na minha lista."
"DCG_VO_assassins_shadow_hero_rival_02"	"Você é monstruosa, Kanna."
"DCG_VO_assassins_shadow_hero_rival_03"	"Não é a neblina, Abaddon... São as minhas mãos no seu pescoço."
"DCG_VO_assassins_shadow_faction_ally_01"	"Olá, irmãs."
"DCG_VO_assassins_shadow_faction_ally_02"	"Tenho trabalho a fazer, irmãs."
"DCG_VO_assassins_shadow_faction_ally_03"	"As Irmãs do Véu não serão detidas."
"DCG_VO_assassins_shadow_unique_01"	"Vocês me chamaram... Agora saiam e me deixem trabalhar."
"DCG_VO_assassins_shadow_unique_02"	"Gente demais..."
"DCG_VO_assassins_shadow_unique_03"	"Olhe para mim, irmãzinha... Eu sou o seu futuro."
"DCG_VO_assassins_shadow_unique_04"	"O Quórum é capaz de restaurar o meu corpo?"
"DCG_VO_assassins_shadow_unique_05"	"Eu não sou como você, demônio."
"DCG_VO_assassins_shadow_unique_06"	"Você não merece morrer, Encantadora, mas não sou dona da minha vontade."
"DCG_VO_assassins_shadow_unique_07"	"Eu terminarei o que Mortred começou!"
"DCG_VO_assassins_shadow_unique_08"	"Revtel atiçou a ira das irmãs."
"DCG_VO_assassins_shadow_healed_01"	"Ahhh."
"DCG_VO_assassins_shadow_healed_02"	"O trabalho prossegue."
"DCG_VO_assassins_shadow_healed_03"	"Eu não vou parar de lutar."
"DCG_VO_assassins_shadow_death_01"	"<i>Grito</i>"
"DCG_VO_untested_grunt_intro"	"Eu sei que os meus pais se sentiram traídos quando eu fui embora com a Névoa Vermelha. O meu destino era ser artesão... mas eles não viram Sorla Khan no mercado. Eles não ouviram o que ela disse sobre a nossa história. Que a Névoa Vermelha não quer destruir o passado, e sim protegê-lo. Honrá-lo. Juntos, nós construiremos um futuro melhor pros oglodi."
"DCG_VO_untested_grunt_summon_01"	"Estou pronto para mostrar o meu valor..."
"DCG_VO_untested_grunt_summon_02"	"Eu vim aqui para lutar."
"DCG_VO_untested_grunt_summon_03"	"Eu não tenho medo..."
"DCG_VO_untested_grunt_ancient_attack_01"	"Eu vou trazer a glória para a gente!"
"DCG_VO_untested_grunt_ancient_attack_02"	"Este momento é meu!"
"DCG_VO_untested_grunt_ancient_protect_01"	"Eu protejo a torre!"
"DCG_VO_untested_grunt_ancient_protect_02"	"Não vou te deixar na mão!"
"DCG_VO_untested_grunt_ancient_both_01"	"É agora ou nunca..."
"DCG_VO_untested_grunt_ancient_both_02"	"É a minha chance de provar que eu consigo!"
"DCG_VO_untested_grunt_hero_friend_01"	"Tô pronto, minha Khan!"
"DCG_VO_untested_grunt_hero_friend_02"	"Eu só quero uma chance, minha Khan."
"DCG_VO_untested_grunt_hero_friend_03"	"O que você precisa de mim, minha Khan?"
"DCG_VO_untested_grunt_hero_rival_01"	"O Corredor de Pedra vai ruir!"
"DCG_VO_untested_grunt_hero_rival_02"	"Ahhh, onde foi que eu me meti..."
"DCG_VO_untested_grunt_hero_rival_03"	"Quando te matar, eu vou virar lenda entre os oglodi..."
"DCG_VO_untested_grunt_faction_ally_01"	"A Névoa Vermelha se levanta!"
"DCG_VO_untested_grunt_faction_ally_02"	"Pelos oglodi!"
"DCG_VO_untested_grunt_faction_ally_03"	"Por Sorla Khan!"
"DCG_VO_untested_grunt_unique_01"	"Então... agora a gente vai lutar ao lado da Legião de Bronze?"
"DCG_VO_untested_grunt_unique_02"	"Se a Khan quiser, eu luto do seu lado."
"DCG_VO_untested_grunt_unique_03"	"Tá, tá... Um porta-estandarte... Eu sobrevivo..."
"DCG_VO_untested_grunt_unique_04"	"Morra, bruxa do gelo!"
"DCG_VO_untested_grunt_unique_05"	"Eu dou a vida pela Névoa Vermelha."
"DCG_VO_untested_grunt_unique_06"	"Nós dois não voltaremos para casa..."
"DCG_VO_untested_grunt_unique_07"	"Morte à Legião de Bronze!"
"DCG_VO_untested_grunt_unique_08"	"Eu... eu vou morrer..."
"DCG_VO_untested_grunt_healed_01"	"Ahhh."
"DCG_VO_untested_grunt_healed_02"	"Valeu!"
