"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"ピアポントとは意見が合わない点も多いけど、フェイスレスヴォイドを怒らせるのは危険だと気づいた彼は賢明だった。私はクラスズリーム協定はあまり好きじゃない。時間魔術は楽しかったからね。でも、世界の時系列がムチャクチャになるよりはましさ。"
"DCG_VO_chen_debuff_enemy_06"	"お前に残された時間は少ない。"
"DCG_VO_chen_debuff_enemy_07"	"降伏しなかったのが間違いだ。"
"DCG_VO_chen_debuff_enemy_08"	"どんな方法であれ…お前を壊してやるぞ。"
"DCG_VO_chen_debuff_enemy_09"	"まさか勝てると思ったのか？"
"DCG_VO_chen_debuff_enemy_10"	"お前は私が手を下す価値もない。"
"DCG_VO_chen_single_target_damage_01"	"悪人は私が倒す。"
"DCG_VO_chen_single_target_damage_02"	"お前の血が大地を染める。"
"DCG_VO_chen_single_target_damage_03"	"異端者には罰を。"
"DCG_VO_chen_single_target_damage_04"	"ひざまずけ！"
"DCG_VO_chen_single_target_damage_05"	"降参せよ！"
"DCG_VO_chen_single_target_damage_06"	"痛みは悟りを生む。"
"DCG_VO_chen_single_target_damage_07"	"誰を相手にしているかこれで分かったか？"
"DCG_VO_chen_single_target_damage_08"	"この素人め…"
"DCG_VO_chen_single_target_damage_09"	"お前の死を見せしめにしてやろう。"
"DCG_VO_chen_single_target_damage_10"	"お前を見せしめにしてやる…"
"DCG_VO_chen_multi_damage_small_01"	"皆殺しにせよ！"
"DCG_VO_chen_multi_damage_small_02"	"一人残らず倒せ。"
"DCG_VO_chen_multi_damage_small_03"	"最後の一人まで始末してやる…"
"DCG_VO_chen_multi_damage_small_04"	"ハエにたかられてしまえ…"
"DCG_VO_chen_multi_damage_small_05"	"お前達が何人いようが怖くはない。"
"DCG_VO_chen_multi_damage_small_06"	"お前らはただのケチな悪党だ。"
"DCG_VO_chen_multi_damage_small_07"	"フォールドの騎士を相手に勝つつもりなのか？"
"DCG_VO_chen_multi_damage_small_08"	"神の怒りを感じるのだ。"
"DCG_VO_chen_multi_damage_small_09"	"お前達は全て倒してやる。"
"DCG_VO_chen_multi_damage_small_10"	"お前は終わりだ…"
"DCG_VO_chen_multi_damage_large_01"	"我々に抵抗する者には死あるのみ！"
"DCG_VO_chen_multi_damage_large_02"	"お前達をまとめて相手にしてやろう…"
"DCG_VO_chen_multi_damage_large_03"	"問題なのは数ではなく信仰だ。"
"DCG_VO_chen_multi_damage_large_04"	"我が神の力を見るがいい。"
"DCG_VO_chen_multi_damage_large_05"	"フォールドの騎士にかなう者はいない！"
"DCG_VO_chen_multi_damage_large_06"	"同胞となるか、それとも死ぬか！"
"DCG_VO_chen_multi_damage_large_07"	"怒りは激しいが、慈悲深くもある。"
"DCG_VO_chen_multi_damage_large_08"	"お前達は皆死ぬのだ！"
"DCG_VO_chen_multi_damage_large_09"	"お前たちの力では…到底およばない。"
"DCG_VO_chen_multi_damage_large_10"	"これで終わりだ…"
"DCG_VO_chen_pleased_01"	"素晴らしい。"
"DCG_VO_chen_pleased_02"	"これでいい。"
"DCG_VO_chen_pleased_03"	"気に入った…"
"DCG_VO_chen_pleased_04"	"これは素晴らしい。"
"DCG_VO_chen_pleased_05"	"すべて計画どおりだ…"
"DCG_VO_chen_pleased_06"	"絶好調だ…"
"DCG_VO_chen_pleased_07"	"申し分ないタイミングだ…"
"DCG_VO_chen_pleased_08"	"ハハハハハ！"
"DCG_VO_chen_pleased_09"	"なるほど。"
"DCG_VO_chen_pleased_10"	"面白い。"
"DCG_VO_chen_concerned_01"	"ふむ。"
"DCG_VO_chen_concerned_02"	"いやはや。"
"DCG_VO_chen_concerned_03"	"これは微妙な状況だな…"
"DCG_VO_chen_concerned_04"	"これは止めねば…"
"DCG_VO_chen_concerned_05"	"このままではいかんな。"
"DCG_VO_chen_concerned_06"	"どうしたものか…"
"DCG_VO_chen_concerned_07"	"厄介だな。"
"DCG_VO_chen_concerned_08"	"神よ、私に知恵を…"
"DCG_VO_chen_concerned_09"	"これは乗り越えるべき試練の1つにすぎない…"
"DCG_VO_chen_concerned_10"	"私の信念が試されている…"
"DCG_VO_chen_angry_01"	"なんたることだ！"
"DCG_VO_chen_angry_02"	"許さん！"
"DCG_VO_chen_angry_03"	"よくも！"
"DCG_VO_chen_angry_04"	"逆らう気か！"
"DCG_VO_chen_angry_05"	"私は止められん！"
"DCG_VO_chen_angry_06"	"ただでは済まんぞ…"
"DCG_VO_chen_angry_07"	"私を侮辱するか！"
"DCG_VO_chen_angry_08"	"恥をかくわけにはいかぬ！"
"DCG_VO_chen_angry_09"	"責任をとってもらうぞ！"
"DCG_VO_chen_angry_10"	"ここが貴様の死に場所だ！"
"DCG_VO_chen_arrogant_01"	"フォールドの騎士に敵なしだ。"
"DCG_VO_chen_arrogant_02"	"貴様は…哀れだな。"
"DCG_VO_chen_arrogant_03"	"本物の指揮官とはどういうものか見せてやろう。"
"DCG_VO_chen_arrogant_04"	"私は単なる兵士ではない。戦術家だ。"
"DCG_VO_chen_arrogant_05"	"勝ちたいのなら、私の命令に従え。"
"DCG_VO_chen_arrogant_06"	"よくも私に歯向かったな。"
"DCG_VO_chen_arrogant_07"	"すべてが私の支配下にある。"
"DCG_VO_chen_arrogant_08"	"貴様は私の手のひらの上だ。"
"DCG_VO_chen_arrogant_09"	"役立たずにならないよう祈ることだ。"
"DCG_VO_chen_arrogant_10"	"誰にも果たすべき役割がある…貴様のように哀れな者にもな。"
"DCG_VO_chen_enigmatic_01"	"行動には結果が伴う。"
"DCG_VO_chen_enigmatic_02"	"我が神の奇跡は計り知れない。"
"DCG_VO_chen_enigmatic_03"	"フォールドの騎士の力をとくと味わうがいい。"
"DCG_VO_chen_enigmatic_04"	"私は神の代弁者である。"
"DCG_VO_chen_enigmatic_05"	"神の声を消すことはできまい。"
"DCG_VO_chen_enigmatic_06"	"我が意志は神の意志である。"
"DCG_VO_chen_enigmatic_07"	"私に並ぶ者なし。"
"DCG_VO_chen_enigmatic_08"	"ひざまずいて許しを請うのだ。"
"DCG_VO_chen_enigmatic_09"	"信仰は大いなる力を生む"
"DCG_VO_chen_enigmatic_10"	"神の意志を理解したふりではない。それに従って行動しているだけのこと。"
"DCG_VO_chen_death_01"	"<i>叫び声</i>"
"DCG_VO_venomancer_intro"	"たいがいの人間は、食べ、働き、性交し、眠る... そうやって辛うじて生きることに満足している。この繰り返しを続けながら、下らぬ親からは下らぬ子供が産まれ、くだらぬ人生を送っている。だが、私は違う。私には志がある。我が娘たちは、目的を持った創造物だ。私たちはこの辺境の地を甘美なる毒で包み、愚かさや弱さを一掃するのだ。"
"DCG_VO_venomancer_plague_ward"	"我が娘たちは、姿も志も美しい。娘たちが毒を撒き散らす様はまるで奇跡だ。"
"DCG_VO_venomancer_sow_venom"	"娘たちを戦場に送り出すときは、娘たちがそれぞれ立派に成長するまで、じっくりと時間をかけたいものだ… だが、時にはインスピレーションを受けて、普段より急いでしまうときもある。"
"DCG_VO_venomancer_equip_generic_weapon_01"	"殺人のための装置ほど素敵なものはない。"
"DCG_VO_venomancer_equip_generic_weapon_02"	"我が娘たちの愛らしさには及ぶべくもないが、なかなか魅力的なものだ。"
"DCG_VO_venomancer_equip_generic_weapon_03"	"おびただしい血が流れるだろう…"
"DCG_VO_venomancer_equip_generic_weapon_04"	"素晴らしい殺人玩具だ…"
"DCG_VO_venomancer_equip_generic_weapon_05"	"この玩具が欲しかったんだ…"
"DCG_VO_venomancer_equip_generic_armor_01"	"よろしい。 "
"DCG_VO_venomancer_equip_generic_armor_02"	"戦場に長く立てば立つほど、仕事をこなせる。"
"DCG_VO_venomancer_equip_generic_armor_03"	"気に入ったぞ..."
"DCG_VO_venomancer_equip_generic_armor_04"	"十分使えそうだ。"
"DCG_VO_venomancer_equip_generic_armor_05"	"ちょうど必要だった…"
"DCG_VO_venomancer_equip_generic_accessory_01"	"これは価値あるものだな…"
"DCG_VO_venomancer_equip_generic_accessory_02"	"見事だ…"
"DCG_VO_venomancer_equip_generic_accessory_03"	"可能な限り戦場に留まらねばならん…"
"DCG_VO_venomancer_equip_generic_accessory_04"	"今日死ぬことはあるまい..."
"DCG_VO_venomancer_equip_generic_accessory_05"	"さあ、我が子らが花開く時だ…"
"DCG_VO_venomancer_kill_rival_01"	"体が焼けるようだろう？"
"DCG_VO_venomancer_kill_rival_02"	"お前の亡骸は娘たちの糧となる。 "
"DCG_VO_venomancer_kill_rival_03"	"我が庭で死ねることを誇りに思え。"
"DCG_VO_venomancer_kill_rival_04"	"さあ… 終わりにしよう…"
"DCG_VO_venomancer_kill_rival_05"	"子らがお前の死体を取り合うだろうよ。"
"DCG_VO_venomancer_kill_rival_06"	"すばらしい食事にありつけるな！"
"DCG_VO_venomancer_kill_rival_07"	"誰も私に逆らえぬ…"
"DCG_VO_venomancer_kill_rival_08"	"毒を全身で受け入れるのだ…"
"DCG_VO_venomancer_kill_rival_09"	"私の仕事は続く..."
"DCG_VO_venomancer_kill_rival_10"	"<i>笑い声</i>"
"DCG_VO_venomancer_use_include_01"	"おいで、娘たちよ…"
"DCG_VO_venomancer_use_include_02"	"庭の手入れをしないとな…"
"DCG_VO_venomancer_use_include_03"	"この無価値な世界に、これほどの美をもたらしてやったぞ…"
"DCG_VO_venomancer_unique_01"	"娘たちはお前の光を受けて、さらに輝いているよ、ルナ…"
"DCG_VO_venomancer_unique_02"	"娘たちを殺させはせん！"
"DCG_VO_venomancer_unique_03"	"プレレックス、子供たちが楽しそうに遊んでいるのを見ると私も嬉しいよ。"
"DCG_VO_venomancer_unique_04"	"カンナよ、お前の軍勢を用意してやろう。"
"DCG_VO_venomancer_unique_05"	"ここだ。この血にまみれた場所には、すばらしい花が咲くだろう。"
"DCG_VO_venomancer_unique_06"	"この肥えた土壌に庭を作るとしよう。"
"DCG_VO_venomancer_unique_07"	"私の庭には素晴らしい楽しみが待っているぞ…"
"DCG_VO_venomancer_unique_08"	"我が美しき庭が栄えるさまを見よ！"
"DCG_VO_venomancer_unique_09"	"それは注視すべき不敬な喜びではないのか？"
"DCG_VO_venomancer_unique_10"	"我が子供たちが安らかに眠らせてくれる。恐れることはない。"
"DCG_VO_venomancer_unique_11"	"私の愛しい子供に触れたくてたまらないようだな。"
"DCG_VO_venomancer_unique_12"	"娘たちが運んでくる甘い腐敗の香りがわかるだろう…"
"DCG_VO_venomancer_unique_13"	"やるべきことは山ほどある..."
"DCG_VO_venomancer_unique_14"	"娘たちは愛情表現をしたがっている…"
"DCG_VO_venomancer_unique_15"	"偉大なるデバウアラーよ、共に偉業をなそうではないか…"
"DCG_VO_venomancer_unique_16"	"その通りだ、カンナ。私はこの美しき庭を心をこめて世話しなければならん。"
"DCG_VO_venomancer_unique_17"	"鉄では我が子達を守ることはできぬ…"
"DCG_VO_venomancer_unique_18"	"ここは私の場所となった。整えてくれたことに感謝しよう。"
"DCG_VO_venomancer_unique_19"	"ローズリーフの影は血に染まり、無垢な者が殺し屋になった。お前には感謝しよう。"
"DCG_VO_venomancer_unique_20"	"ではこの森の世話をするか…"
"DCG_VO_venomancer_healed_01"	"おおお"
"DCG_VO_venomancer_healed_02"	"ありがたい…"
"DCG_VO_venomancer_healed_03"	"少し焦ったぞ…"
"DCG_VO_venomancer_healed_04"	"私は死なん…"
"DCG_VO_venomancer_healed_05"	"私の使命は終わらぬ…"
"DCG_VO_venomancer_taunt_generic_01"	"この場所なら良いだろう…"
"DCG_VO_venomancer_taunt_generic_02"	"我らが通った後には死体が残るのみ…"
"DCG_VO_venomancer_taunt_generic_03"	"仕事に取り掛かれるな…"
"DCG_VO_venomancer_taunt_generic_04"	"私たちを止められるタワーなどない！"
"DCG_VO_venomancer_taunt_generic_05"	"お前の軍勢は私の毒に蝕まれるだろう…"
"DCG_VO_venomancer_taunt_generic_06"	"この場所を私好みに作り替えよう…"
"DCG_VO_venomancer_taunt_generic_07"	"お前に勝利はない…"
"DCG_VO_venomancer_taunt_generic_08"	"私の庭からは逃れられぬ…"
"DCG_VO_venomancer_taunt_generic_09"	"なんと尊大で愚かなことよ…"
"DCG_VO_venomancer_taunt_generic_10"	"死と美をもたらそう…"
"DCG_VO_venomancer_potential_kill_01"	"ひざまずけ！"
"DCG_VO_venomancer_potential_kill_02"	"諦めることだ…"
"DCG_VO_venomancer_potential_kill_03"	"どうだ…もう疲れたろう…"
"DCG_VO_venomancer_potential_kill_04"	"目を閉じて、地に埋もれゆく体を感じるのだ。"
"DCG_VO_venomancer_potential_kill_05"	"お前の喉奥にある傷は、まったく正常なものだ。"
"DCG_VO_venomancer_potential_save_01"	"娘たちを残していくわけにはいかぬ…"
"DCG_VO_venomancer_potential_save_02"	"このような庭を捨てられるものか。"
"DCG_VO_venomancer_potential_save_03"	"娘たちよ、案ずるな。父はいつまでもお前たちと一緒だ。"
"DCG_VO_venomancer_potential_save_04"	"私を殺すことなどできぬ…"
"DCG_VO_venomancer_potential_save_05"	"奴の庭のサーペントを捕らえるのは容易ではない。生き残るのはさらに難しいがな。"
"DCG_VO_venomancer_permanent_armor_01"	"私の使命は誰にも邪魔させぬ…"
"DCG_VO_venomancer_permanent_armor_02"	"我が鱗の輝きを見るがいい…"
"DCG_VO_venomancer_permanent_armor_03"	"柔軟でありながら、何物も通さないこの表皮。"
"DCG_VO_venomancer_permanent_armor_04"	"私の使命に終わりはない…"
"DCG_VO_venomancer_permanent_armor_05"	"戦いなど恐れん…"
"DCG_VO_venomancer_permanent_attack_01"	"我が毒は力を増す…"
"DCG_VO_venomancer_permanent_attack_02"	"牙が鋭くなってゆく…"
"DCG_VO_venomancer_permanent_attack_03"	"力が強まる…"
"DCG_VO_venomancer_permanent_attack_04"	"私の力は今なお高まっている…"
"DCG_VO_venomancer_permanent_attack_05"	"そうだ… 子供たちの模範とならねば…"
"DCG_VO_venomancer_permanent_health_01"	"恐れるものなどない…"
"DCG_VO_venomancer_permanent_health_02"	"さらなる生を得た…"
"DCG_VO_venomancer_permanent_health_03"	"体が癒えた…"
"DCG_VO_venomancer_permanent_health_04"	"すごい力が…"
"DCG_VO_venomancer_permanent_health_05"	"ああ、これを待っていた…"
"DCG_VO_venomancer_cast_spell_01"	"どんな毒がお前の体を巡っている？"
"DCG_VO_venomancer_cast_spell_02"	"私の技を披露してやろう…"
"DCG_VO_venomancer_cast_spell_03"	"旅路で、いくつか学んだことがある…"
"DCG_VO_venomancer_cast_spell_04"	"お前はもうこの世界に長く留まれまい…"
"DCG_VO_venomancer_cast_spell_05"	"毒は流れるように広がり、蝕む。"
"DCG_VO_venomancer_cast_spell_06"	"ほとんど何も感じまい…"
"DCG_VO_venomancer_cast_spell_07"	"力は、それを扱える強さを持った者に宿るのだ…"
"DCG_VO_venomancer_cast_spell_08"	"まさかこれが易しいとは思っておるまいな？"
"DCG_VO_venomancer_cast_spell_09"	"私を甘く見たこと… それがお前の人生最後の過ちだ…"
"DCG_VO_venomancer_cast_spell_10"	"私が見てきた素晴らしいもの…それを見せてやろう…"
"DCG_VO_venomancer_buff_ally_01"	"娘たちへの愛情を抑えたりはしない。"
"DCG_VO_venomancer_buff_ally_02"	"ほら…"
"DCG_VO_venomancer_buff_ally_03"	"これを受け取れ…"
"DCG_VO_venomancer_buff_ally_04"	"同胞として迎えてくれ…"
"DCG_VO_venomancer_buff_ally_05"	"私から離れるな。お前の面倒は私が見よう…"
"DCG_VO_venomancer_buff_ally_06"	"時には私も情け深くなる…"
"DCG_VO_venomancer_buff_ally_07"	"私の贈物がすべて腐敗しているわけではない…"
"DCG_VO_venomancer_buff_ally_08"	"遠慮せず受け取れ…"
"DCG_VO_venomancer_buff_ally_09"	"私の娘たちを守る者には報いよう…"
"DCG_VO_venomancer_buff_ally_10"	"いいものだろう…"
"DCG_VO_venomancer_debuff_enemy_01"	"私の毒針は殺すこともあるが、多くは弱らせるためのものだ。"
"DCG_VO_venomancer_debuff_enemy_02"	"これを味わっておくがいい。次は激痛がやってくるぞ。"
"DCG_VO_venomancer_debuff_enemy_03"	"気分はどうだ？"
"DCG_VO_venomancer_debuff_enemy_04"	"激痛とは興味深いものだろう？"
"DCG_VO_venomancer_debuff_enemy_05"	"命を失う感覚を味わえ…"
"DCG_VO_venomancer_debuff_enemy_06"	"ゆっくりと深呼吸しろ。必要なら、10から数えるとよい。"
"DCG_VO_venomancer_debuff_enemy_07"	"私ならそのように掻きむしりはしない…"
"DCG_VO_venomancer_debuff_enemy_08"	"すぐに体中の感覚が失われよう…"
"DCG_VO_venomancer_debuff_enemy_09"	"ちょっとヒリヒリするだろう？"
"DCG_VO_venomancer_debuff_enemy_10"	"お前が感じているのは初期症状だ。"
"DCG_VO_venomancer_single_target_damage_01"	"これを直に体験できるお前は非常に幸運だ。"
"DCG_VO_venomancer_single_target_damage_02"	"今お前が感じている感覚は抑えることはできん。"
"DCG_VO_venomancer_single_target_damage_03"	"興味深いだろう？"
"DCG_VO_venomancer_single_target_damage_04"	"体の声を聞け。自分の思うままにならんだろう？"
"DCG_VO_venomancer_single_target_damage_05"	"痛みが出口を求めて、貴様の体でのたうち回っている。"
"DCG_VO_venomancer_single_target_damage_06"	"お前の中で目覚めつつあるもの。それは死だ。"
"DCG_VO_venomancer_single_target_damage_07"	"お前には特別に、至上の苦痛を与えてやろう。"
"DCG_VO_venomancer_single_target_damage_08"	"輝きが強すぎるか？この色が鮮やかすぎるか？"
"DCG_VO_venomancer_single_target_damage_09"	"お前にはたぐいまれな慈しみを与えてやった。感謝の印を見せてみろ。"
