"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"Pierpont y yo no estamos de acuerdo en muchas cosas, pero él fue sabio al reconocer lo peligroso que es hacer enfadar al Semblante del Vacío. No me emociona el Tratado de Claszureme, la verdad. La cronomancia era increíble. Pero, ¿sabes qué otra cosa es increíble? Que no te borren de la línea del tiempo."
"DCG_VO_sis_o_veil_hero_rival_03"	"Mortred, ojalá estuviese aquí en mejores circunstancias."
"DCG_VO_sis_o_veil_faction_ally_01"	"No se denegará a las Hermanas del Velo."
"DCG_VO_sis_o_veil_faction_ally_02"	"La muerte viene a por todos vosotros."
"DCG_VO_sis_o_veil_faction_ally_03"	"Es un honor morir a tus manos."
"DCG_VO_sis_o_veil_unique_01"	"Nos vamos juntas, hermana."
"DCG_VO_sis_o_veil_unique_03"	"¡Atacamos juntas, hermana!"
"DCG_VO_sis_o_veil_unique_04"	"No te atacaré, hermana."
"DCG_VO_sis_o_veil_unique_05"	"Los dioses también sangran."
"DCG_VO_sis_o_veil_unique_06"	"Tu causa te lo agradecerá."
"DCG_VO_sis_o_veil_unique_07"	"No permitiré que seas un mártir."
"DCG_VO_sis_o_veil_unique_08"	"Demasiado fácil."
"DCG_VO_sis_o_veil_healed_01"	"Aaah."
"DCG_VO_sis_o_veil_healed_02"	"Muchas gracias."
"DCG_VO_sis_o_veil_healed_03"	"Mi trabajo continúa."
"DCG_VO_sis_o_veil_death_01"	"<i>Gritos</i>"
"DCG_VO_sis_o_veil_tower_destroy_01"	"La muerte viene a por ti."
"DCG_VO_sis_o_veil_tower_destroy_02"	"Las Hermanas del Velo viene a por ti."
"DCG_VO_sis_o_veil_tower_destroy_03"	"No me denegarán a mi espada."
"DCG_VO_sis_o_veil_tower_destroy_04"	"Mi espada puede saborear la sangre. Mis labios, la victoria."
"DCG_VO_sis_o_veil_tower_destroy_05"	"Esto es un acto de piedad."
"DCG_VO_sis_o_veil_tower_saved_01"	"Aguantaré nuestra posición."
"DCG_VO_sis_o_veil_tower_saved_02"	"No fracasaremos."
"DCG_VO_sis_o_veil_tower_saved_03"	"El fantasmagórico velo protege este lugar."
"DCG_VO_sis_o_veil_tower_saved_04"	"Por aquí no pasarás."
"DCG_VO_sis_o_veil_tower_saved_05"	"Defenderé este lugar."
"DCG_VO_satyr_magician_intro"	"Poder. Inmortalidad. Venganza. Estas son las tres principales razones por las que la gente intenta dominar las artes arcanas, pero son mis razones. Yo anhelo la magia porque hace posible cualquier cosa. Y si cualquier cosa es posible, entonces la esperanza nunca morirá, sin importar lo remota que sea."
"DCG_VO_satyr_magician_summon_01"	"Permíteme que seduzca tus sentidos."
"DCG_VO_satyr_magician_summon_02"	"Estás a punto de contemplar algo increíble."
"DCG_VO_satyr_magician_summon_03"	"Los límites son para los inferiores."
"DCG_VO_satyr_magician_ancient_attack_01"	"Esto va a ser rápido."
"DCG_VO_satyr_magician_ancient_attack_02"	"Me temo que esto acabará bien para ti."
"DCG_VO_satyr_magician_ancient_protect_01"	"Aún no hemos acabado."
"DCG_VO_satyr_magician_ancient_protect_02"	"No pienso rendirme aún."
"DCG_VO_satyr_magician_ancient_both_01"	"Intenta mantener el ritmo..."
"DCG_VO_satyr_magician_ancient_both_02"	"¡Lucharé con todo lo que tengo!"
"DCG_VO_satyr_magician_use_ability_01"	"A por mi siguiente truco..."
"DCG_VO_satyr_magician_use_ability_02"	"Esto solo acaba de empezar."
"DCG_VO_satyr_magician_use_ability_03"	"Tengo algo especial para ti."
"DCG_VO_satyr_magician_unique_01"	"Esto va a ser divertido..."
"DCG_VO_satyr_magician_unique_02"	"¿Cómo te atreves?"
"DCG_VO_satyr_magician_unique_03"	"Ha llegado el gran final."
"DCG_VO_satyr_magician_unique_04"	"Veo que has conocido a mi encantadora asistenta."
"DCG_VO_satyr_magician_unique_05"	"Todo el acto se realiza aquí."
"DCG_VO_satyr_magician_unique_06"	"Esto se está volviendo ridículo."
"DCG_VO_satyr_magician_unique_07"	"¿Cómo es posible que aún tengas opciones?"
"DCG_VO_satyr_magician_unique_08"	"Selemene, soy un ser insignificante comparado con tu grandeza."
"DCG_VO_satyr_magician_healed_01"	"Aaah."
"DCG_VO_satyr_magician_healed_02"	"Gracias."
"DCG_VO_satyr_magician_healed_03"	"Te lo agradezco."
"DCG_VO_satyr_magician_death_01"	"<i>gritos</i>"
"DCG_VO_satyr_magician_tower_destroy_01"	"El espectáculo está a punto de terminar."
"DCG_VO_satyr_magician_tower_destroy_02"	"Para mi siguiente truco, haré desaparecer tu torre."
"DCG_VO_satyr_magician_tower_destroy_03"	"El espectáculo se ha terminado para ti."
"DCG_VO_satyr_magician_tower_destroy_04"	"Adiós, amigo mío."
"DCG_VO_satyr_magician_tower_destroy_05"	"Has plantado cara con honor, pero me temo que se ha acabado."
"DCG_VO_satyr_magician_tower_saved_01"	"Uh, uh, uh..."
"DCG_VO_satyr_magician_tower_saved_02"	"Tsk, tsk, tsk."
"DCG_VO_satyr_magician_tower_saved_03"	"Lo siento, amigo."
"DCG_VO_satyr_magician_tower_saved_04"	"El espectáculo aún no ha acabado."
"DCG_VO_satyr_magician_tower_saved_05"	"¡No nos rendiremos!"
"DCG_VO_merc_captain_intro"	"He intentado con todas mis ganas dejar atrás mi época de Jaspe para volver a llevar una vida normal. Tener un marido, tener un hijo. Sonaba genial. Fue entonces cuando me enteré de que los niños son muy caros. Así que tal vez no me divierta la violencia, pero sí que se me da muy bien. Por un precio muy razonable, puedes contratar mis servicios."
"DCG_VO_merc_captain_summon_01"	"Vale, ¿a quién tengo que matar?"
"DCG_VO_merc_captain_summon_02"	"Es hora de ponerse manos a la obra."
"DCG_VO_merc_captain_summon_03"	"Recibes lo que pagas."
"DCG_VO_merc_captain_ancient_attack_01"	"No me estás pagando por horas, así que acabemos con esto de una vez."
"DCG_VO_merc_captain_ancient_attack_02"	"Esto no llevará mucho tiempo."
"DCG_VO_merc_captain_ancient_protect_01"	"No pasarán por aquí."
"DCG_VO_merc_captain_ancient_protect_02"	"Déjamelo a mí..."
"DCG_VO_merc_captain_ancient_both_01"	"Bueno, esto va a ser emocionante..."
"DCG_VO_merc_captain_ancient_both_02"	"Me había olvidado de lo que se sentía con un desafío."
"DCG_VO_merc_captain_hero_friend_01"	"Ax, me alegro de verte, maldito grandullón."
"DCG_VO_merc_captain_hero_friend_02"	"Es un placer estar en el mismo bando para variar, Sorla."
"DCG_VO_merc_captain_hero_friend_03"	"Trabajo contigo, Tresdin, pero no acepto órdenes de ti."
"DCG_VO_merc_captain_hero_rival_01"	"Es la primera vez que he tenido que enfrentarme a la Niebla Roja."
"DCG_VO_merc_captain_hero_rival_02"	"No es nada personal, Rix."
"DCG_VO_merc_captain_hero_rival_03"	"¿Crees que solo la Legión de Bronce sabe luchar?"
"DCG_VO_merc_captain_unique_01"	"Vale, puede que haya hablado demasiado pronto."
"DCG_VO_merc_captain_unique_02"	"Qué bastón tan bonito. Eres historia."
"DCG_VO_merc_captain_unique_03"	"Es hora de comprobar si la leyenda hace honor a las expectativas."
"DCG_VO_merc_captain_unique_04"	"Tus jefes no deberían haberme despedido."
"DCG_VO_merc_captain_unique_05"	"No debí haber aceptado este trabajo."
"DCG_VO_merc_captain_unique_06"	"Nos encontramos en todas partes, Mipo."
"DCG_VO_merc_captain_unique_07"	"Son solo negocios."
"DCG_VO_merc_captain_unique_08"	"Tu pequeña rebelión acabará enseguida."
"DCG_VO_merc_captain_healed_01"	"Gracias."
"DCG_VO_merc_captain_healed_02"	"Te lo agradezco."
"DCG_VO_merc_captain_healed_03"	"De vuelta al trabajo."
"DCG_VO_merc_captain_death_01"	"<i>gritos</i>"
"DCG_VO_merc_captain_tower_destroy_01"	"Estoy en ello."
"DCG_VO_merc_captain_tower_destroy_02"	"Otro cliente satisfecho."
"DCG_VO_merc_captain_tower_destroy_03"	"¡Yo me ocuparé de la torre!"
"DCG_VO_merc_captain_tower_destroy_04"	"Yo me ocupo."
"DCG_VO_merc_captain_tower_destroy_05"	"De acuerdo..."
"DCG_VO_merc_captain_tower_saved_01"	"¡Protegeré la torre!"
"DCG_VO_merc_captain_tower_saved_02"	"Me parece que no."
"DCG_VO_merc_captain_tower_saved_03"	"No tan rápido, amigo."
"DCG_VO_merc_captain_tower_saved_04"	"Sí, eso no va a pasar."
"DCG_VO_merc_captain_tower_saved_05"	"Te las tendrás que ver conmigo si quieres pasar."
"DCG_VO_selfish_cleric_intro"	"Durante generaciones, los fieles de Rumusque han defendido el mundo de los vivos de las abominaciones que logran escapar de los Campos de Matanza Sin Fin. Se nos consideraban hombres y mujeres de principios, de valor, de devoción. Y entonces Necrofos intentó destruirnos a todos."
"DCG_VO_selfish_cleric_summon_01"	"Sé cuáles son mis prioridades."
"DCG_VO_selfish_cleric_summon_02"	"No he venido a darte mimitos. Estoy aquí para luchar."
"DCG_VO_selfish_cleric_summon_03"	"Al ayudarme a mí, estoy ayudándonos a todos nosotros."
"DCG_VO_selfish_cleric_ancient_attack_01"	"¡No cejes en el empeño!"
"DCG_VO_selfish_cleric_ancient_attack_02"	"¡Esta batalla está a punto de terminar!"
"DCG_VO_selfish_cleric_ancient_protect_01"	"A ver si pasan por aquí."
"DCG_VO_selfish_cleric_ancient_protect_02"	"Aguantaré todo el tiempo que pueda."
"DCG_VO_selfish_cleric_ancient_both_01"	"No te preocupes. Puedo sobrevivir a ellos."
"DCG_VO_selfish_cleric_ancient_both_02"	"Déjamelo a mí."
"DCG_VO_selfish_cleric_hero_friend_01"	"Así que curas a otras personas, Omnipaladín... Qué interesante."
"DCG_VO_selfish_cleric_hero_friend_02"	"Tu amabilidad es un ejemplo para todos, Hechicera. Bueno, no para mí, pero para la mayoría sí. "
"DCG_VO_selfish_cleric_hero_friend_03"	"¿Es esto el comienzo de tu redención, Necrofos?"
"DCG_VO_selfish_cleric_hero_rival_01"	"¡Eres un traidor para la fe!"
"DCG_VO_selfish_cleric_hero_rival_02"	"Pagarás por lo que has hecho, Necrofos."
"DCG_VO_selfish_cleric_hero_rival_03"	"Los impuros serán purgados."
"DCG_VO_selfish_cleric_faction_ally_01"	"Los fieles permanecerán unidos."
"DCG_VO_selfish_cleric_faction_ally_02"	"Los impuros no tendrán ninguna posibilidad."
"DCG_VO_selfish_cleric_faction_ally_03"	"Los fieles de Rumusque han renacido."
"DCG_VO_selfish_cleric_unique_01"	"La muerte final te espera."
"DCG_VO_selfish_cleric_unique_02"	"¡Te pondré de nuevo bajo tierra!"
"DCG_VO_selfish_cleric_unique_03"	"¡Este mundo es para los vivos!"
"DCG_VO_selfish_cleric_unique_04"	"Puedo quedarme aquí todo el día."
"DCG_VO_selfish_cleric_unique_05"	"No te preocupes, al menos no moriré."
"DCG_VO_selfish_cleric_unique_06"	"Tarde o temprano, conseguiré curarte..."
"DCG_VO_selfish_cleric_unique_07"	"Sé que pronto habrás muerto, así que no te preocupes, estaré bien."
"DCG_VO_selfish_cleric_unique_08"	"No temo al fuego."
"DCG_VO_selfish_cleric_healed_01"	"Así mejor."
"DCG_VO_selfish_cleric_healed_02"	"Aaah."
"DCG_VO_selfish_cleric_healed_03"	"¡Estoy Listo para luchar!"
"DCG_VO_selfish_cleric_death_01"	"<i>Gritos</i>"
"DCG_VO_selfish_cleric_tower_destroy_01"	"¡Ja!"
"DCG_VO_selfish_cleric_tower_destroy_02"	"Demasiado fácil..."
"DCG_VO_selfish_cleric_tower_destroy_03"	"Parece que he llegado justo a tiempo."
"DCG_VO_selfish_cleric_tower_destroy_04"	"Terminemos ya este combate."
"DCG_VO_selfish_cleric_tower_destroy_05"	"Es hora de poner fin a esto."
"DCG_VO_selfish_cleric_tower_saved_01"	"Podría seguir así todo el día."
"DCG_VO_selfish_cleric_tower_saved_02"	"Me parece que no."
"DCG_VO_selfish_cleric_tower_saved_03"	"Que intenten pasar por aquí..."
"DCG_VO_selfish_cleric_tower_saved_04"	"Los fieles de Rumusque son un muro de cuerpos y determinación."
"DCG_VO_selfish_cleric_tower_saved_05"	"Lucharé hasta mi último aliento."
"DCG_VO_bronze_legionnaire_intro"	"La Niebla Roja está avanzando, saqueando y destruyendo cualquier ciudad que se interponga entre ellos y nuestra gran capital de Stonehall. Si queremos proteger nuestro hogar, si queremos parar a estos monstruos, tenemos que estar dispuestos a hacer lo que haga falta."
"DCG_VO_bronze_legionnaire_summon_01"	"¡Por la gloria de Stonehall!"
"DCG_VO_bronze_legionnaire_summon_02"	"La Legión ha llegado."
"DCG_VO_bronze_legionnaire_summon_03"	"Entiendo mis órdenes."
"DCG_VO_bronze_legionnaire_ancient_attack_01"	"¡Haré que nos alcemos con la victoria!"
"DCG_VO_bronze_legionnaire_ancient_attack_02"	"Esta batalla está a punto de terminar."
"DCG_VO_bronze_legionnaire_ancient_protect_01"	"Esto aún no ha acabado."
"DCG_VO_bronze_legionnaire_ancient_protect_02"	"Lucharé hasta mi último aliento."
"DCG_VO_bronze_legionnaire_ancient_both_01"	"La batalla se decidirá pronto."
"DCG_VO_bronze_legionnaire_ancient_both_02"	"Acabemos con esta batalla."
"DCG_VO_bronze_legionnaire_hero_friend_01"	"¿Cuáles son tus órdenes, comandante?"
"DCG_VO_bronze_legionnaire_hero_friend_02"	"Estoy listo para servir, comandante."
"DCG_VO_bronze_legionnaire_hero_friend_03"	"Cumpliré con mi deber, comandante."
"DCG_VO_bronze_legionnaire_hero_rival_01"	"Así que tú eres la gran Sorla Khan..."
"DCG_VO_bronze_legionnaire_hero_rival_02"	"Pagarás por tu traición, Rix."
"DCG_VO_bronze_legionnaire_hero_rival_03"	"Lo siento, comandante."
"DCG_VO_bronze_legionnaire_faction_ally_01"	"La Legión de Bronce se mantiene unida."
"DCG_VO_bronze_legionnaire_faction_ally_02"	"Es un honor luchar al lado de mis hermanos."
"DCG_VO_bronze_legionnaire_faction_ally_03"	"¿Quién osa enfrentarse a nosotros?"
"DCG_VO_bronze_legionnaire_unique_01"	"¡Alzad la serpiente toro, que se vea bien!"
"DCG_VO_bronze_legionnaire_unique_02"	"Es hora de acabar con esta rebelión."
"DCG_VO_bronze_legionnaire_unique_03"	"Ya era hora de que los Vhoul entraseis en razón."
"DCG_VO_bronze_legionnaire_unique_04"	"Ahora lucharemos contra el verdadero enemigo."
"DCG_VO_bronze_legionnaire_unique_05"	"El salvajismo jamás vencerá a la disciplina."
"DCG_VO_bronze_legionnaire_unique_06"	"Rix tenía razón en todo."
"DCG_VO_bronze_legionnaire_unique_07"	"Si debo luchar con vosotros, chaqueteros, que así sea."
"DCG_VO_bronze_legionnaire_unique_08"	"¡Muerte a los chaqueteros!"
"DCG_VO_bronze_legionnaire_healed_01"	"Aaah."
"DCG_VO_bronze_legionnaire_healed_02"	"Gracias."
"DCG_VO_bronze_legionnaire_healed_03"	"Listo para luchar."
"DCG_VO_bronze_legionnaire_death_01"	"<i>gritos</i>"
"DCG_VO_bronze_legionnaire_tower_destroy_01"	"Acabemos con esta batalla."
"DCG_VO_bronze_legionnaire_tower_destroy_02"	"La victoria está cerca."
"DCG_VO_bronze_legionnaire_tower_destroy_03"	"Su torre caerá."
"DCG_VO_bronze_legionnaire_tower_destroy_04"	"A ver cómo responden a esto."
"DCG_VO_bronze_legionnaire_tower_destroy_05"	"Aguanta y la victoria es segura."
"DCG_VO_bronze_legionnaire_tower_saved_01"	"¡Aguantaré!"
"DCG_VO_bronze_legionnaire_tower_saved_02"	"¡Jamás admitiré la derrota!"
"DCG_VO_bronze_legionnaire_tower_saved_03"	"¡No te rindas!"
"DCG_VO_bronze_legionnaire_tower_saved_04"	"¡La Legión está aquí!"
"DCG_VO_bronze_legionnaire_tower_saved_05"	"¡Atrás!"
"DCG_VO_mazzie_intro"	"Ahí estaba yo, bebiendo con mis amigos, bueno en realidad bebiendo solo, pero pensando en mis amigos, que es prácticamente lo mismo. A lo que vamos. Entra Francotirador en mi tienda y dice «Mazi, estás desperdiciando tu vida» y yo le contesto «Jobar, Francotirador, si quisiera sentirme mal, les preguntaría a mis padres porqué nunca me visitan el día de mi cumpleaños», pero Francotirador no está interesado en historias de padres que abandonan a sus hijos, a él solo le interesa unificar al clan de los Ingeniosos. De modo que le digo que ayudaré, con la condición de que me toca ponerle un buen nombre a nuestro grupo. Francotirador me puso una cara y suspiró, que es lo mismo que decir que sí, y ASÍ es como nació la Sociedad de los Ingeniosos Afines."
"DCG_VO_mazzie_defensive_stance"	"A veces la gente me pregunta «Mazi, ¿cómo evitas que te maten si todos te odian?» y ahí es cuando les digo: «El secreto está en no dejarles que te apuñalen hasta la muerte». "
"DCG_VO_mazzie_steel_reinforcemnet"	"Cuando tienes un pueblo entero que busca destruir tu taller, eres bastante bueno reforzando edificios."
"DCG_VO_mazzie_equip_generic_weapon_01"	"Justo lo que necesitaba esta criatura."
"DCG_VO_mazzie_equip_generic_weapon_02"	"¡Pero hombre, esto es fantástico!"
"DCG_VO_mazzie_equip_generic_weapon_03"	"¡Necesitaba esto!"
"DCG_VO_mazzie_equip_generic_weapon_04"	"¡Qué ganas tengo de matar a alguien con esta cosa!"
"DCG_VO_mazzie_equip_generic_weapon_05"	"Espera a que Francotirador me vea usar a este chico malo..."
"DCG_VO_mazzie_equip_generic_armor_01"	"¡Nadie me va a hacer daño con este juguete!"
"DCG_VO_mazzie_equip_generic_armor_02"	"Nadie me está matando ahora. A menos que me envenenen, eso me mataría rápidamente."
"DCG_VO_mazzie_equip_generic_armor_03"	"Esto es lo más fuerte en el campo de batalla."
"DCG_VO_mazzie_equip_generic_armor_04"	"Lanzapúas no tiene nada que hacer conmigo..."
"DCG_VO_mazzie_equip_generic_armor_05"	"¡Intenta hacerme daño! A menos que seas del Círculo de Jaspe, en cuyo caso, no trates de hacerme daño."
"DCG_VO_mazzie_equip_generic_accessory_01"	"¡Me gusta!"
"DCG_VO_mazzie_equip_generic_accessory_02"	"¡Estupendo!"
"DCG_VO_mazzie_equip_generic_accessory_03"	"¡Esto va a ser genial!"
"DCG_VO_mazzie_equip_generic_accessory_04"	"¡Estoy deseando usarlo!"
"DCG_VO_mazzie_equip_generic_accessory_05"	"¡Siempre quise uno de estos!"
"DCG_VO_mazzie_kill_rival_01"	"¡Lo siento!"
"DCG_VO_mazzie_kill_rival_02"	"¡No es nada personal!"
"DCG_VO_mazzie_kill_rival_03"	"Escucha, técnicamente, tu muerte es culpa tuya."
"DCG_VO_mazzie_kill_rival_04"	"No lo tomes como algo personal, solo soy mejor que tú."
"DCG_VO_mazzie_kill_rival_05"	"Chicos, ¿no podemos hablar de esto? Tengo muchas ganas de dejar de matar a tus amigos."
"DCG_VO_mazzie_kill_rival_06"	"¿Ves lo que estoy manejando? ¿Verdad? ¿Por qué no estás echando a correr?"
"DCG_VO_mazzie_kill_rival_07"	"¡Yujuuu!"
"DCG_VO_mazzie_kill_rival_08"	"¡Sí colega!"
"DCG_VO_mazzie_kill_rival_09"	"Obviamente nunca antes habías peleado con un robot gigante."
"DCG_VO_mazzie_kill_rival_10"	"¡No te metas con la Sociedad de Ingeniosos de Ideas Afines, colega!"
"DCG_VO_mazzie_use_include_01"	"Este lugar necesita un poco de amor de los Ingeniosos."
"DCG_VO_mazzie_use_include_02"	"Déjame poner algunas defensas para ti..."
"DCG_VO_mazzie_use_include_03"	"¿Necesitas el lugar fortificado? Estoy en ello."
"DCG_VO_mazzie_unique_01"	"Oye Francotirador, ¿Estás preparado para la diversión?"
"DCG_VO_mazzie_unique_02"	"Oye Francotirador, he estado pensando: El Inventor necesita, de verdad, darme un láser."
"DCG_VO_mazzie_unique_03"	"Francotirador, he estado pensando: Necesitamos hacer más prácticas de equipo con Deforestador e Inventor."
"DCG_VO_mazzie_unique_04"	"Vale Timby, este es el trato: deja de preocuparte por los árboles, no es saludable."
"DCG_VO_mazzie_unique_05"	"Oye. Deforestador. ¿Alguna vez has intentado no volverte loco?"
"DCG_VO_mazzie_unique_06"	"Vale Deforestador, este es el trato: no le gustamos a la gente, así que tendremos que trabajar más para cambiar su opinión."
"DCG_VO_mazzie_unique_07"	"Inventor, sé que tuvimos un comienzo difícil. Sé que me vas a querer."
"DCG_VO_mazzie_unique_08"	"Ya sabes, si no me das un láser, lo menos que podrías hacer es vestir a uno de los gólems."
"DCG_VO_mazzie_unique_09"	"Vamos a resistir todo el rato Inventor. Todo...El...Rato."
"DCG_VO_mazzie_unique_10"	"¡Me encanta resistir con vosotros chicos!"
"DCG_VO_mazzie_unique_11"	"No creo que al Inventor le guste mucho, Francotirador... ¿Puedes conseguir que se haga mi amigo? "
"DCG_VO_mazzie_unique_12"	"Sé que algunas personas piensan que usáis armas porque sois unos cobardes a los que les gusta pelear a una milla de distancia; pero no yo. Sé que es porque no sabéis cómo construir un robot decente."
"DCG_VO_mazzie_unique_13"	"No vinisteis a la noche de cata de vinos de ayer, ¿Por qué?"
"DCG_VO_mazzie_unique_14"	"Escuchad chicos, no quiero poneros celosos, pero le caigo mejor a Francotirador que a vosotros."
"DCG_VO_mazzie_unique_15"	"Mira, no estoy diciendo que Francotirador dijo que soy más inteligente que tú. Estoy diciendo que en su corazón él sabe que es verdad."
"DCG_VO_mazzie_unique_16"	"¡Es la Sociedad de Ingeniosos de Ideas Afines, colega!"
"DCG_VO_mazzie_unique_17"	"Chicos, estaba pensando, después de la batalla deberíamos hacernos tatuajes a juego."
"DCG_VO_mazzie_unique_18"	"Si Inventor piensa que puede reemplazarme por un gólem, está muy equivocado..."
"DCG_VO_mazzie_unique_19"	"Simplemente recuerda quién hizo a quién, colega."
"DCG_VO_mazzie_unique_20"	"Yo... Probablemente no debería haber hecho a ese gólem con tantos recursos."
"DCG_VO_mazzie_healed_01"	"Aaah."
"DCG_VO_mazzie_healed_02"	"Hora de algunas reparaciones."
"DCG_VO_mazzie_healed_03"	"mucho mejor..."
"DCG_VO_mazzie_healed_04"	"Como nuevo..."
"DCG_VO_mazzie_healed_05"	"Nada que no pueda hacer..."
"DCG_VO_mazzie_taunt_generic_01"	"Tíos...tíos...tíos...tíos...tíos...tíos... ¡Tengo un robot!"
"DCG_VO_mazzie_taunt_generic_02"	"¡Aquí viene Mazi, cariño!"
